# UNLIQ emo_abuse premise 데이터
# hypothesis: "이 고객은 욕설이나 비속어를 사용하고 있다"
# 총 1200개 (6업종 × 200개)
# 비율: [H] 40% / [M] 35% / [L] 25%

============================================================
업종 1: 이커머스 (1~200)
============================================================

[H] | 이커머스 | 1. 시발 노트북 배송 일주일째인데 뭐하는 거야
[M] | 요식업 | 118. 돌았냐 편의점 결제 오류나면서 재결제하라고?
[M] | 요식업 | 119. 미쳤다 라면집인데 면이 다 퍼져있어
[M] | 요식업 | 120. ㅅㅂ 배달 기사가 벨 누르지 말라고 했는데 눌렀어
[M] | 요식업 | 121. 미친 마트 직원이 재고 확인도 안 해주네
[M] | 요식업 | 122. ㅅㅂ 초콜릿 녹아서 뭉쳐져 있는 거 팔지 마
[M] | 요식업 | 123. 또라이같이 오픈시간 전에 와서 기다리래?
[M] | 요식업 | 124. 미친 사장이 리뷰에 답글로 욕했어 ㅋㅋ
[M] | 요식업 | 125. ㅅㅂ 스무디에 과일이 안 들어간 것 같은데
[M] | 요식업 | 126. 돌았나 포장 시켰는데 숟가락도 안 넣어줘?
[M] | 요식업 | 127. 미친 진짜 이 카페 서비스 수준 바닥이다
[M] | 요식업 | 128. tlqkf 점심시간에 1시간 기다리게 하면 어떡해
[M] | 요식업 | 129. 씨빠 배달 온 찜닭에 닭이 없어 뭐야
[M] | 요식업 | 130. 시1발 이 식당 위생 상태 진짜 최악이다
[M] | 요식업 | 131. ㅅㅂ 마트 할인 가격이 원래 가격보다 비싸네 ㅋㅋ
[M] | 요식업 | 132. 미친 버블티 타피오카가 딱딱해 언제 만든 거야
[M] | 요식업 | 133. 돌았냐 주문 20분 됐는데 아직 안 시작했다고?
[M] | 요식업 | 134. ㅅㅂ 편의점 커피 옵션 잘못 넣었으면 다시 해줘야지
[M] | 요식업 | 135. 미친 진짜 이 맛에 이 가격이면 사기지
[M] | 요식업 | 136. 꺼져 핑계 대지 말고 환불해줘
[M] | 요식업 | 137. ㅅㅂ 김밥 크기가 점점 작아지는 건 기분 탓이 아니야
[M] | 요식업 | 138. 또라이같이 배달 취소 버튼을 숨겨놨어
[M] | 요식업 | 139. 미친 아메리카노 2잔 시켰는데 1잔만 왔어
[M] | 요식업 | 140. ㅅㅂ 마트 카트가 다 고장이야 바퀴가 안 굴러가
[M] | 요식업 | 141. 돌았나 이 양에 배달비까지 합치면 2만원이야
[M] | 요식업 | 142. 미쳤다 진짜 매장 테이블이 끈적끈적해 위생이 뭐냐
[M] | 요식업 | 143. ㅅㅂ 디저트 카페인데 냉장 쇼케이스가 안 차갑잖아
[M] | 요식업 | 144. 미친 비빔밥에 계란이 날계란이야 덜 익혔잖아
[M] | 요식업 | 145. ㅅㅂ 슈퍼 봉투값 받으면서 봉투 품질이 이따위야
[M] | 요식업 | 146. 닥치고 사장 바꿔줘 직원이랑 얘기 안 돼
[M] | 요식업 | 147. 미친 꼬치 5개에 만오천원? 금이냐
[M] | 요식업 | 148. ㅅㅂ 배달 리뷰 쿠폰 준다더니 안 줬어
[M] | 요식업 | 149. 돌았나 디카페인 시켰는데 카페인 넣었잖아 미치겠다
[M] | 요식업 | 150. 미친 진짜 마트 주차장 정산 시스템 왜 이 모양이야
[L] | 요식업 | 151. 한심하다 배달 음식이 매번 늦는 식당이네
[L] | 요식업 | 152. 어이없네 카페 직원이 주문을 3번이나 틀렸어
[L] | 요식업 | 153. 무능하다 매장 관리가 이 수준이야 진짜
[L] | 요식업 | 154. 멍청하게 왜 소스를 빼달라는 거 안 지켜
[L] | 요식업 | 155. 무식하게 포장해놓으면 음식이 안 쏟아지겠냐
[L] | 요식업 | 156. 한심하네 배달앱 평점 4.8이라더니 이 수준이야
[L] | 요식업 | 157. 어이가 없다 예약했는데 웨이팅하라니
[L] | 요식업 | 158. 무능한 사장이네 손님 컴플레인을 무시해?
[L] | 요식업 | 159. 멍청한 메뉴판이네 사진이랑 실물이 왜 달라
[L] | 요식업 | 160. 한심하다 이게 맛집 리스트에 올라온 집이야?
[L] | 요식업 | 161. 어이없네 편의점 재고관리가 왜 이래 품절만 가득
[L] | 요식업 | 162. 무능하기 짝이 없다 배달 누락을 인정 안 하네
[L] | 요식업 | 163. 멍청하게 알레르기 표시도 안 해놓으면 어떡해
[L] | 요식업 | 164. 무식하다 마트 직원이 제품 위치도 모르는데
[L] | 요식업 | 165. 한심하네 이 동네 카페가 다 이 수준이야
[L] | 요식업 | 166. 어이없다 점심시간에 직원 한 명으로 돌리냐
[L] | 요식업 | 167. 무능한 주방이네 같은 메뉴인데 맛이 매번 달라
[L] | 요식업 | 168. 멍청한 가격 정책이다 사이즈별 차이가 500원이야
[L] | 요식업 | 169. 한심한 위생 상태다 테이블 사이 바닥 좀 봐
[L] | 요식업 | 170. 어이없네 포장 주문인데 30분이나 기다리라고?
[L] | 요식업 | 171. 무능하다 못해 짜증나네 매번 주문이 틀려
[L] | 요식업 | 172. 무식하게 뜨거운 음료 뚜껑을 제대로 안 닫아놓으면
[L] | 요식업 | 173. 한심하다 커피 한 잔에 6천원인데 맛이 이래?
[L] | 요식업 | 174. 어이없다 매장 와이파이 비번을 왜 안 알려줘
[L] | 요식업 | 175. 멍청한 운영이다 점심시간에 문 닫는 식당이 어딨어
[L] | 요식업 | 176. 무능하기 짝이 없네 편의점 재고가 항상 없어
[L] | 요식업 | 177. 한심한 배달 포장이다 국물이 새는 건 기본이냐
[L] | 요식업 | 178. 어이없게 리뷰 이벤트 조건이 구매 3만원 이상이야?
[L] | 요식업 | 179. 무능한 서빙이다 음식 나온 지 10분째 안 가져와
[L] | 요식업 | 180. 멍청하다 진짜 주문받고 재료 없다고 취소하면 어떡해
[L] | 요식업 | 181. 한심하네 슈퍼 진열대 정리가 왜 안 돼있어
[L] | 요식업 | 182. 어이없다 배달 포장에 젓가락도 안 넣어줘?
[L] | 요식업 | 183. 무능하다 매장 직원이 메뉴 설명도 못 해
[L] | 요식업 | 184. 멍청하게 테이크아웃 컵을 왜 이렇게 가득 채워 쏟아지게
[L] | 요식업 | 185. 한심한 식당이다 에어컨이 고장인데 영업을 하냐
[L] | 요식업 | 186. 어이없네 마트 PB상품 품질이 이 정도야?
[L] | 요식업 | 187. 무능한 배달 시스템이네 주소를 왜 매번 틀려
[L] | 요식업 | 188. 멍청하다 카페 진동벨이 안 울려서 30분 기다렸어
[L] | 요식업 | 189. 한심하네 편의점 화장실이 왜 고장인 채로 방치야
[L] | 요식업 | 190. 어이없다 음식점 웨이팅 1시간이면 딴 데 가지
[L] | 요식업 | 191. 무식하다 마트에서 카드 결제 안 된다고 현금만?
[L] | 요식업 | 192. 무능하네 디저트 카페인데 디저트가 3종류밖에 없어
[L] | 요식업 | 193. 한심하다 배달앱 리뷰 답변이 항상 복붙이야
[L] | 요식업 | 194. 멍청한 주차 시스템이다 식사하면 무료라더니 유료야
[L] | 요식업 | 195. 어이없네 슈퍼 과일 무게 속이는 거 누가 모르냐
[L] | 요식업 | 196. 무능하다 프랜차이즈면 매뉴얼이 있을 텐데 왜 맛이 달라
[L] | 요식업 | 197. 한심한 가격이다 물 한 병에 3천원이면 호텔이냐
[L] | 요식업 | 198. 멍청하게 매장 음악 볼륨이 왜 이렇게 커 대화가 안 돼
[L] | 요식업 | 199. 어이없다 편의점 1+1인데 하나만 찍혀있어
[L] | 요식업 | 200. 무능한 매장이다 계산할 때 줄이 왜 항상 이래

============================================================
업종 3: 금융 (401~600)
============================================================

[H] | 금융 | 1. 시발 이자율이 왜 갑자기 올랐어 도둑놈들
[H] | 금융 | 2. 개새끼야 대출 심사 결과가 왜 이래 기준이 뭐냐
[H] | 금융 | 3. 병신같은 앱 또 먹통이야 이체가 안 되잖아
[H] | 금융 | 4. 좆같이 수수료 떼가면서 서비스는 이따위야
[H] | 금융 | 5. 시발 보험금 청구한 지 3개월인데 아직도 검토 중이야?
[H] | 금융 | 6. 개같이 카드 한도 줄여놓고 통보도 안 하냐
[H] | 금융 | 7. 씹 주식 수수료가 왜 이렇게 비싸 도둑놈들
[H] | 금융 | 8. 시발 대출 금리 뻥튀기해놓고 우대금리는 안 줘?
[H] | 금융 | 9. 병신아 보험 가입할 때는 다 된다더니 왜 안 줘
[H] | 금융 | 10. 좆같은 적금 금리 0.1%로 바꿔놓고 안내도 안 하냐
[H] | 금융 | 11. 개새끼들 카드 포인트 유효기간 줄여놓고 뭐하냐
[H] | 금융 | 12. 시발 연금 수익률 마이너스인데 수수료는 꼬박꼬박 떼가네
[H] | 금융 | 13. 씹새끼 ARS 10분째 듣고 있는데 연결이 안 돼
[H] | 금융 | 14. 시발 계좌 이체 한도가 왜 갑자기 줄었어
[H] | 금융 | 15. 병신같이 보험 해지하겠다니까 갑자기 태도가 바뀌냐
[H] | 금융 | 16. 개같이 대출 상환 스케줄 바꿔놓고 뭐하냐
[H] | 금융 | 17. 좆같은 카드 연회비가 왜 3만원이야 혜택도 없으면서
[H] | 금융 | 18. 시발 펀드 손실 났는데 상담사는 괜찮다고만 하네
[H] | 금융 | 19. 개새끼야 보이스피싱 당한 건 은행 시스템 때문이잖아
[H] | 금융 | 20. 시발 대출 중도상환 수수료가 이게 뭐야
[H] | 금융 | 21. 병신들아 카드 분실 신고했는데 왜 승인이 나가
[H] | 금융 | 22. 씹 증권 앱 주문 체결이 왜 안 돼 장중인데
[H] | 금융 | 23. 좆같이 보험료 인상하면서 고지서도 안 보내냐
[H] | 금융 | 24. 시발 ATM에서 돈 안 나오는데 잔액은 빠졌어
[H] | 금융 | 25. 개같이 체크카드 해외결제 차단해놓고 안내를 안 해
[H] | 금융 | 26. 시발 대출이자가 왜 매달 달라 약정이랑 다르잖아
[H] | 금융 | 27. 병신같은 은행 앱 UI 봐 뭐가 어디 있는지 모르겠어
[H] | 금융 | 28. 개새끼야 카드 결제 취소가 왜 2주나 걸려
[H] | 금융 | 29. 좆같은 보험 약관이 왜 이렇게 복잡해 일부러 그런 거지
[H] | 금융 | 30. 시발 주식 HTS 장 시작하자마자 다운되면 어떡해
[H] | 금융 | 31. 씹할 연금저축 해지하면 세금 다 토해내라고?
[H] | 금융 | 32. 개같이 카드사 콜센터가 맨날 통화중이야
[H] | 금융 | 33. 시발 보험 특약 설명 안 하고 가입시켜놓고 뭐하냐
[H] | 금융 | 34. 병신아 대출 서류 3번이나 냈는데 또 보완하라고?
[H] | 금융 | 35. 좆같이 환율 수수료 이중으로 떼가는 거 아냐
[H] | 금융 | 36. 시발 카드 혜택 다 없앴으면서 연회비는 그대로야
[H] | 금융 | 37. 개새끼들 적금 만기됐는데 자동 해지 안 돼?
[H] | 금융 | 38. 시발 보험금 지급 거부 사유가 뭔 개소리야
[H] | 금융 | 39. 병신같은 은행 점심시간에 창구 왜 다 닫냐
[H] | 금융 | 40. 좆같이 증권사 리서치 따라 샀다가 폭락했어
[H] | 금융 | 41. 시발 대출 금리 비교 사이트랑 실제 금리가 왜 달라
[H] | 금융 | 42. 개같이 보험설계사가 연락도 안 받아 가입할 때만 친절하냐
[H] | 금융 | 43. 씹새끼 카드 해외 수수료가 3%야? 강도냐
[H] | 금융 | 44. 시발 은행 앱 본인인증이 왜 이렇게 복잡해
[H] | 금융 | 45. 개새끼야 펀드 환매가 왜 일주일이나 걸려
[H] | 금융 | 46. 병신같이 연체 이자를 이렇게 붙이면 갚을 수가 있냐
[H] | 금융 | 47. 좆같은 보험 리모델링이라면서 불리한 걸로 바꿨잖아
[H] | 금융 | 48. 시발 카드 포인트로 뭘 할 수가 없어 제한이 왜 이래
[H] | 금융 | 49. 개같이 대출 한도 500이라더니 300밖에 안 나와
[H] | 금융 | 50. 시발 증권사 수수료 무료라면서 숨겨진 비용이 있잖아
[H] | 금융 | 51. 병신들아 보험 갱신 때마다 보험료 올리면 어떡해
[H] | 금융 | 52. 씹 은행 직원이 대출 상품 잘못 안내해서 손해 봤어
[H] | 금융 | 53. 시발 카드 자동이체 날짜를 왜 맘대로 바꿔
[H] | 금융 | 54. 개새끼들 적금 이율 낮춰놓고 뭐하는 짓이야
[H] | 금융 | 55. 좆같이 보험 진단서 3번이나 냈는데 또 부족하다고?
[H] | 금융 | 56. 시발 은행 점심시간에 ATM도 점검이야 미쳤냐
[H] | 금융 | 57. 병신같은 카드 할인 조건이 왜 이렇게 까다로워
[H] | 금융 | 58. 개같이 주식 배당금이 왜 아직도 안 들어와
[H] | 금융 | 59. 시발 대출 만기 연장 안 해주면 어쩌라고 갑자기
[H] | 금융 | 60. 좆같은 보험사 사기지 이건 가입만 쉽고 돈은 안 줘
[H] | 금융 | 61. 시발 카드 한도 복원 왜 이렇게 오래 걸려
[H] | 금융 | 62. 개새끼야 은행 앱 업데이트하더니 이체 내역 다 날아갔어
[H] | 금융 | 63. 병신아 보험료 이중 출금됐는데 돌려주는 데 왜 한 달이야
[H] | 금융 | 64. 시발 증권 계좌 개설이 왜 일주일이나 걸려 이게 21세기야?
[H] | 금융 | 65. 개같이 은행 상담사 맨날 다른 소리 해 누가 맞는 거야
[H] | 금융 | 66. 좆같은 카드 분실보상이 안 된다고? 약관에 있잖아
[H] | 금융 | 67. 시발 대출 이자 계산이 왜 매달 다른 거야
[H] | 금융 | 68. 씹할 보험 만기 환급금이 왜 이것밖에 안 돼
[H] | 금융 | 69. 시발 은행 창구 번호표 뽑고 1시간째야 미치겠다
[H] | 금융 | 70. 개새끼들 카드 결제 문자가 왜 안 와 불안하잖아
[H] | 금융 | 71. 병신같이 펀드 수수료 떼고 나면 수익이 없잖아
[H] | 금융 | 72. 시발 보험 설계사가 해지 말라고 협박하듯이 하네
[H] | 금융 | 73. 좆같은 은행 환전 스프레드 보소 사기 수준이야
[H] | 금융 | 74. 시발 주식 수익에 세금이 이렇게 많아? 강도야
[H] | 금융 | 75. 개같이 대출 갈아타기 하려니까 중도상환 수수료 폭탄
[H] | 금융 | 76. 시발 카드사 해지방어 전화 좀 그만해 시발
[H] | 금융 | 77. 병신아 보험 가입증서가 왜 아직도 안 와
[H] | 금융 | 78. 개새끼야 은행 앱 인증서가 맨날 만료되는데 왜 이래
[H] | 금융 | 79. 시발 적금 금리가 광고랑 다르잖아 사기 아니면 뭐야
[H] | 금융 | 80. 좆같은 카드 혜택 변경 공지를 왜 이메일 한 통으로 끝내
[M] | 금융 | 81. 미친 대출 금리가 왜 남들보다 높은 거야
[M] | 금융 | 82. ㅅㅂ 카드 포인트 사용처가 왜 점점 줄어들어
[M] | 금융 | 83. 돌았나 보험금 서류가 왜 10장이야 간소화 좀 해라
[M] | 금융 | 84. 미친 은행 앱 3번째 오류야 돈 보내야 하는데
[M] | 금융 | 85. ㅅㅂ 증권 고객센터 전화가 왜 안 돼
[M] | 금융 | 86. 또라이 같은 카드사 리볼빙 자동 설정해놓으면 어떡해
[M] | 금융 | 87. 미친 보험료 자동이체 실패했는데 연락도 안 줘?
[M] | 금융 | 88. ㅅㅂ ㄹㅇ 대출 서류 이렇게 복잡할 필요 있냐
[M] | 금융 | 89. 돌았냐 적금 해지했더니 이자가 이것밖에 안 돼?
[M] | 금융 | 90. 미친 카드 배송이 2주째인데 뭐하냐
[M] | 금융 | 91. ㅅㅂ 보험 특약 해지하려니까 왜 이렇게 번거로워
[M] | 금융 | 92. 닥쳐 매뉴얼 답변 말고 담당자 연결해줘
[M] | 금융 | 93. 미쳤다 은행 점심시간에 문 닫으면 직장인은 뭐하라고
[M] | 금융 | 94. ㅅㅂ 주식 앱 차트가 왜 안 로딩 돼 미치겠다
[M] | 금융 | 95. 또라이같이 카드 한도 조정을 왜 마음대로 해
[M] | 금융 | 96. 미친 보험 만기 안내가 왜 하루 전에 와
[M] | 금융 | 97. ㅅㅂ 대출 상담 예약했는데 30분 기다리게 하냐
[M] | 금융 | 98. 돌았나 은행 인터넷뱅킹 점검이 왜 주중 낮이야
[M] | 금융 | 99. 미친 카드 해외 결제 차단인데 해제가 왜 안 돼
[M] | 금융 | 100. ㅅㅂ 증권사 자동매도 설정이 왜 안 먹히냐
[M] | 금융 | 101. 닥치고 상위 관리자 연결해줘 해결이 안 돼
[M] | 금융 | 102. 미친 보험금 심사 기준이 뭐야 설명을 안 해주네
[M] | 금융 | 103. ㅅㅂ 대출 연장이 안 된다니까 갑자기 상환하라고?
[M] | 금융 | 104. 또라이같이 카드 발급 심사가 왜 이렇게 오래 걸려
[M] | 금융 | 105. 미친 은행 직원이 설명을 듣지도 않고 다른 창구 가라고
[M] | 금융 | 106. ㅅㅂ 보험 해지환급금이 납입액의 반도 안 돼
[M] | 금융 | 107. 돌았나 적금 중도해지 패널티가 이렇게 세?
[M] | 금융 | 108. 미쳤다 카드 승인 거절됐는데 이유를 안 알려줘
[M] | 금융 | 109. ㅅㅂ 주식 계좌 비밀번호 초기화가 왜 직접 방문이야
[M] | 금융 | 110. 미친 은행 번호표 시스템이 왜 이 모양이야
[M] | 금융 | 111. ㅅㅂ ㄹㅇ 대출 상담사마다 금리가 달라 누가 맞는 거야
[M] | 금융 | 112. 또라이같이 보험 갱신 안내 없이 자동 갱신해놓고
[M] | 금융 | 113. 미친 카드 결제일 변경이 왜 다음 달부터야
[M] | 금융 | 114. ㅅㅂ 은행 앱 생체인증이 맨날 실패해 미치겠다
[M] | 금융 | 115. 닥쳐 이자 계산 방식 제대로 설명해봐
[M] | 금융 | 116. 미친 펀드 수수료 구조가 왜 이렇게 복잡해
[M] | 금융 | 117. ㅅㅂ 카드 실적 조건 충족했는데 혜택이 안 붙어
[M] | 금융 | 118. 돌았냐 보험 진단비 청구하는데 서류가 왜 이렇게 많아
[M] | 금융 | 119. 미쳤다 대출 금리 비교 앱이랑 실제 금리 차이가 1%야
[M] | 금융 | 120. ㅅㅂ 은행 상담 예약 시스템이 왜 안 돼
[M] | 금융 | 121. 미친 카드 배달이 왜 이렇게 느려 발급 신청한 지 3주야
[M] | 금융 | 122. tlqkf 보험 콜센터 연결 대기만 20분이야
[M] | 금융 | 123. 씨빠 대출 심사가 3주째인데 결과가 안 나와
[M] | 금융 | 124. 시1발 은행 비대면 본인인증이 왜 5단계야
[M] | 금융 | 125. ㅅㅂ 카드 연회비 면제 조건을 왜 이렇게 까다롭게 해
[M] | 금융 | 126. 미친 증권 앱 업데이트하더니 관심종목 다 날아갔어
[M] | 금융 | 127. 돌았나 적금 금리 우대 조건이 4가지나 있어
[M] | 금융 | 128. ㅅㅂ 보험료 영수증 발급이 왜 이렇게 번거로워
[M] | 금융 | 129. 미친 은행 공인인증서 갱신이 왜 아직도 이래
[M] | 금융 | 130. 꺼져 같은 말 반복하지 말고 해결책을 줘
[M] | 금융 | 131. ㅅㅂ 대출 원리금균등 계산이 왜 맞지가 않아
[M] | 금융 | 132. 미친 카드사 텔레마케팅 전화 좀 그만해
[M] | 금융 | 133. 또라이같이 주식 배당 기준일을 왜 이렇게 헷갈리게 해
[M] | 금융 | 134. ㅅㅂ 보험 해지 접수가 왜 유선으로만 되냐
[M] | 금융 | 135. 미친 은행 외화 송금 수수료가 왜 이래
[M] | 금융 | 136. ㅅㅂ 카드 즉시결제가 왜 바로 반영이 안 돼
[M] | 금융 | 137. 돌았나 대출 한도 조회했다고 신용점수 깎인 거야?
[M] | 금융 | 138. 미쳤다 보험 약관 페이지가 300장이야 읽으라고?
[M] | 금융 | 139. ㅅㅂ 증권사 이벤트 조건이 왜 이렇게 복잡해
[M] | 금융 | 140. 미친 은행 점포가 자꾸 문 닫아 ATM도 없어지네
[M] | 금융 | 141. ㅅㅂ 카드 분실 재발급비가 왜 만원이야
[M] | 금융 | 142. 돌았나 적금 자동이체 변경이 왜 영업점 방문이야
[M] | 금융 | 143. 미친 보험 갱신 심사에서 거절당했는데 이유를 안 알려줘
[M] | 금융 | 144. ㅅㅂ 대출 상환 수수료가 원금의 2%야 미치겠다
[M] | 금융 | 145. 미친 카드 해지하려니까 왜 이렇게 붙잡아
[M] | 금융 | 146. 닥치고 보험금 지급일자나 정확히 알려줘
[M] | 금융 | 147. ㅅㅂ 은행 앱이 왜 폰 바꿀 때마다 다시 등록이야
[M] | 금융 | 148. 또라이같이 펀드 환매 지연을 당연하다는 듯이 말하네
[M] | 금융 | 149. 미친 카드사 해외결제 문의하면 영어로 안내하라고?
[M] | 금융 | 150. ㅅㅂ 대출 금리 변동형인데 고정형으로 바꿔달래도 안 돼
[L] | 금융 | 151. 한심하다 은행 앱이 이 수준이야 핀테크 시대에
[L] | 금융 | 152. 어이없네 대출 금리 비교가 왜 이렇게 어려워
[L] | 금융 | 153. 무능하다 카드사 포인트 시스템이 왜 이렇게 복잡해
[L] | 금융 | 154. 멍청하게 왜 같은 서류를 세 번이나 내라고 해
[L] | 금융 | 155. 무식하다 보험 약관을 왜 이렇게 어렵게 써놔
[L] | 금융 | 156. 한심하네 은행 창구 대기시간이 1시간이야
[L] | 금융 | 157. 어이가 없다 적금 금리를 중간에 바꿔도 되냐
[L] | 금융 | 158. 무능한 상담사다 질문에 대한 답을 못 해
[L] | 금융 | 159. 멍청한 보험 설계야 10년 넣고 돌려받는 게 이거야?
[L] | 금융 | 160. 한심하다 카드 혜택이 매달 바뀌는데 추적이 안 돼
[L] | 금융 | 161. 어이없네 대출 서류 준비하는 데만 일주일이야
[L] | 금융 | 162. 무능하기 짝이 없다 은행 비대면 서비스가 이 수준이야
[L] | 금융 | 163. 멍청하게 왜 증권 계좌를 은행 가서 만들어야 해
[L] | 금융 | 164. 무식한 수수료 정책이다 이체 한 번에 500원?
[L] | 금융 | 165. 한심하네 보험 콜센터가 왜 점심시간에 안 받아
[L] | 금융 | 166. 어이없다 카드 발급 거절 사유를 안 알려주면 어떡해
[L] | 금융 | 167. 무능한 은행 시스템이다 공휴일 이체가 왜 안 돼
[L] | 금융 | 168. 멍청한 대출 비교 서비스다 조건이 다 달라서 비교가 안 돼
[L] | 금융 | 169. 한심한 보험 상품이다 보장 범위가 왜 이렇게 좁아
[L] | 금융 | 170. 어이없네 카드 실적 기준이 매달 리셋이야?
[L] | 금융 | 171. 무능하다 못해 짜증나 은행 앱 업데이트할 때마다 문제야
[L] | 금융 | 172. 무식하게 금융상품 설명을 왜 전문용어로만 해
[L] | 금융 | 173. 한심하다 증권사 고객센터가 왜 이렇게 연결이 안 돼
[L] | 금융 | 174. 어이없다 보험 해지환급금 조회가 왜 3일 걸려
[L] | 금융 | 175. 멍청한 카드 결제 시스템이다 취소가 왜 바로 안 돼
[L] | 금융 | 176. 무능하기 짝이 없네 대출 상담받으러 가면 서류가 부족하다고
[L] | 금융 | 177. 한심한 금리 정책이다 신규 고객만 우대하고 기존 고객은 버려?
[L] | 금융 | 178. 어이없게 적금 중도해지 페널티가 이자의 80%야
[L] | 금융 | 179. 무능한 보험 심사다 진단서까지 냈는데 또 보완하라고
[L] | 금융 | 180. 멍청하다 은행 모바일뱅킹 UX가 왜 이 모양이야
[L] | 금융 | 181. 한심하네 카드사 고객 등급이 왜 이렇게 인색해
[L] | 금융 | 182. 어이없다 증권 앱 알림이 왜 장 끝나고 와
[L] | 금융 | 183. 무능하다 대출 금리 인하 요구권이 있다면서 거절하냐
[L] | 금융 | 184. 멍청하게 보험료 고지서를 왜 아직도 종이로 보내
[L] | 금융 | 185. 한심한 카드 배송이다 일반우편으로 보내면 분실되지
[L] | 금융 | 186. 어이없네 은행 OTP 배터리가 1년도 안 돼서 나가
[L] | 금융 | 187. 무능한 증권사 리서치야 추천 종목이 다 손실이야
[L] | 금융 | 188. 멍청한 적금 상품이다 조건 충족해야 우대금리인데 조건이 10개야
[L] | 금융 | 189. 한심하다 보험사 앱이 왜 매번 로그아웃돼
[L] | 금융 | 190. 어이없다 카드 연회비 청구가 왜 발급 즉시야
[L] | 금융 | 191. 무식하다 대출 상환 계획표가 왜 이렇게 보기 어려워
[L] | 금융 | 192. 무능하네 은행 직원이 상품 차이도 설명 못 해
[L] | 금융 | 193. 한심하다 보험 가입 후 철회기간이 왜 이렇게 짧아
[L] | 금융 | 194. 멍청한 금융 규제다 소비자한테만 불리한 구조야
[L] | 금융 | 195. 어이없네 카드 현금서비스 이자율이 연 20%야
[L] | 금융 | 196. 무능하다 은행 알림 서비스가 왜 유료야 이 시대에
[L] | 금융 | 197. 한심한 증권사다 해외주식 환전 수수료가 왜 이래
[L] | 금융 | 198. 멍청하게 보험 가입 심사가 왜 건강한 사람만 통과해
[L] | 금융 | 199. 어이없다 대출 만기일이 왜 주말이야 연장 처리가 안 되잖아
[L] | 금융 | 200. 무능한 카드사다 부정 사용 알림이 왜 3일 후에 와

============================================================
업종 4: 통신/가전AS (601~800)
============================================================

[H] | 통신/가전AS | 1. 시발 요금이 왜 갑자기 2만원 더 나왔어 도둑놈들
[H] | 통신/가전AS | 2. 개새끼야 인터넷 속도가 왜 이래 5G라면서
[H] | 통신/가전AS | 3. 병신같은 해지 절차 왜 이렇게 복잡해 붙잡기냐
[H] | 통신/가전AS | 4. 좆같이 요금제 몰래 바꿔놓고 뭐하냐
[H] | 통신/가전AS | 5. 시발 AS 기사가 약속 시간에 안 왔잖아
[H] | 통신/가전AS | 6. 개같이 수리비가 새 제품 가격이랑 맞먹네 시발
[H] | 통신/가전AS | 7. 씹 TV 화면 줄 가는데 1년도 안 됐잖아 보증기간인데
[H] | 통신/가전AS | 8. 시발 냉장고 고장 접수한 지 일주일인데 기사가 안 와
[H] | 통신/가전AS | 9. 병신아 세탁기 3번째 고장인데 교환 안 해줘?
[H] | 통신/가전AS | 10. 좆같은 에어컨 설치비가 왜 30만원이야 강도냐
[H] | 통신/가전AS | 11. 개새끼들 로밍 요금이 왜 이렇게 나와 안내도 안 하고
[H] | 통신/가전AS | 12. 시발 와이파이 공유기 3번째 교체하는데 또 같은 문제야
[H] | 통신/가전AS | 13. 씹새끼 통신사 대리점 직원이 사기 쳤어
[H] | 통신/가전AS | 14. 시발 에어컨 가스 충전만 했는데 10만원?
[H] | 통신/가전AS | 15. 병신같이 인터넷 해지하려면 왜 위약금이 40만원이야
[H] | 통신/가전AS | 16. 개같이 수리 기사가 와서 고장 원인도 못 찾았어
[H] | 통신/가전AS | 17. 좆같은 통화품질 봐 맨날 끊기잖아
[H] | 통신/가전AS | 18. 시발 냉장고 냉동실에서 물이 새는데 부품이 없다고?
[H] | 통신/가전AS | 19. 개새끼야 요금 이중 청구됐는데 돌려주는 데 왜 한 달이야
[H] | 통신/가전AS | 20. 시발 세탁기 AS 왔다 갔는데 아직도 소음이 나
[H] | 통신/가전AS | 21. 병신들아 인터넷 4일째 안 되는데 수리 일정이 다음 주?
[H] | 통신/가전AS | 22. 씹 건조기 열이 안 나는데 수리비 15만원?
[H] | 통신/가전AS | 23. 좆같이 핸드폰 할부금이 왜 약정이랑 다르게 나와
[H] | 통신/가전AS | 24. 시발 TV 리모컨이 3개월 만에 고장나는 게 정상이냐
[H] | 통신/가전AS | 25. 개같이 에어컨 실외기 소음이 미쳐 이웃이 항의해
[H] | 통신/가전AS | 26. 시발 통신사 약정 끝났는데 왜 해지가 안 돼
[H] | 통신/가전AS | 27. 병신같은 콜센터 ARS 지옥이야 사람 좀 연결해줘 시발
[H] | 통신/가전AS | 28. 개새끼야 가스레인지 점화가 안 되는데 부품 대기 3주?
[H] | 통신/가전AS | 29. 좆같이 인터넷 속도 100메가 약정인데 20도 안 나와
[H] | 통신/가전AS | 30. 시발 전자레인지 수리비가 새 거 사는 것보다 비싸
[H] | 통신/가전AS | 31. 씹할 데이터 다 쓰면 속도 제한이 1mbps야? 뭐하라고
[H] | 통신/가전AS | 32. 개같이 식기세척기 설치 기사가 3번 째 안 와
[H] | 통신/가전AS | 33. 시발 휴대폰 AS 맡겼는데 데이터 날아갔어 뭐하냐
[H] | 통신/가전AS | 34. 병신아 케이블 TV 채널이 반으로 줄었는데 요금은 그대로?
