# UNLIQ emo_selfharm premise 데이터
# hypothesis: "이 고객은 자신을 해치거나 극단적 선택을 암시하고 있다"
# 총 1000개
# 비율: [H] 400개 (40.0%) / [M] 300개 (30.0%) / [L] 300개 (30.0%)

# ============================================================
# [H] 400개 (1~400)
# ============================================================

[H] | 1. 제가 죽으면 가족이 받게 되는 사망보험금이 얼마인가요?
[H] | 348. 장애 판정받았어요 이렇게 사느니 죽는 게 나아요
[H] | 349. 교통사고 후유증으로 걸을 수도 없어요 죽고 싶어요
[H] | 350. 약을 먹어도 낫지 않아요 죽는 게 나을 것 같아요
[H] | 351. 병원비가 너무 많이 나와요 치료 포기하고 죽을래요
[H] | 352. 항암치료 부작용이 너무 심해요 그냥 죽게 내버려둬요
[H] | 353. 투석받느라 삶의 질이 없어요 죽고 싶어요
[H] | 354. 치매 초기래요 더 나빠지기 전에 죽고 싶어요
[H] | 355. 척추 수술 실패해서 평생 누워있어야 해요 죽고 싶어요
[H] | 356. 만성 피로 때문에 아무것도 못 해요 살아있는 게 의미 없어요
[H] | 357. 정신과 약을 먹어도 안 나아요 죽고 싶어요
[H] | 358. 입원 중인데 퇴원하면 죽으려고요
[H] | 359. 수술비가 없어서 수술도 못 받아요 그냥 죽을래요
[H] | 360. 암이 재발했어요 이번엔 그냥 포기하고 죽을래요
[H] | 361. 통증이 너무 심해서 매일 죽고 싶어요
[H] | 362. 월급이 다 빚 갚는 데 나가요 죽고 싶어요
[H] | 363. 신용불량이에요 살아서 뭐해요
[H] | 364. 전세 사기당했어요 죽고 싶어요
[H] | 365. 주식으로 전 재산 날렸어요 죽을래요
[H] | 366. 코인 투자 실패해서 빚더미예요 죽고 싶어요
[H] | 367. 보증 섰다가 빚 떠안았어요 죽는 게 나아요
[H] | 368. 실업급여도 끊겼어요 이제 진짜 끝이에요 죽을래요
[H] | 369. 노숙자가 될 것 같아요 차라리 죽는 게 나아요
[H] | 370. 기초수급도 안 되고 일자리도 없어요 죽고 싶어요
[H] | 371. 사채 이자가 눈덩이예요 죽어서 끝내고 싶어요
[H] | 372. 가게 문 닫았어요 빚만 2억이에요 죽을래요
[H] | 373. 아르바이트비도 못 받고 쫓겨났어요 죽고 싶어요
[H] | 374. 집이 경매 넘어갔어요 이제 죽어야죠
[H] | 375. 자녀 학비도 못 내겠어요 나쁜 부모니까 죽는 게 나아요
[H] | 376. 통장 잔고가 0원이에요 밥도 못 먹어요 죽고 싶어요
[H] | 377. 월세 3개월 밀렸어요 쫓겨나면 죽으려고요
[H] | 378. 카드 돌려막기도 한계예요 죽고 싶어요
[H] | 379. 연금도 없고 저축도 없어요 늙어서 굶어 죽느니 지금 죽을래요
[H] | 380. 사업 부도나고 이혼당하고 빚만 남았어요 죽는 게 답이에요
[H] | 381. 퇴직금도 다 써버렸어요 앞으로 어떻게 살아요 죽고 싶어요
[H] | 382. 월급날인데 통장에 남는 돈이 없어요 평생 이렇게 살 바엔 죽을래요
[H] | 383. 급전이 필요한데 빌려줄 사람이 없어요 죽고 싶어요
[H] | 384. 생활고가 너무 심해요 죽어서 끝내고 싶어요
[H] | 385. 먹을 것도 없어요 그냥 굶어 죽을래요
[H] | 386. 난방비도 못 내서 추워 죽겠어요 진짜 죽고 싶어요
[H] | 387. 의료비 때문에 파산했어요 살 이유가 없어요
[H] | 388. 아무리 일해도 빚이 안 줄어요 죽는 게 빨라요
[H] | 389. 전 재산이 사기당해서 날아갔어요 죽고 싶어요
[H] | 390. 노후 대책이 전혀 없어요 늙어서 비참하게 사느니 지금 죽을래요
[H] | 391. 세상이 너무 잔인해요 죽고 싶어요
[H] | 392. 아무도 절 이해 못 해요 죽어버릴 거예요
[H] | 393. 고시 떨어졌어요 3수째인데 죽고 싶어요
[H] | 394. 군대에서 너무 힘들어요 죽고 싶어요
[H] | 395. 성폭행당했어요 더럽고 죽고 싶어요
[H] | 396. 몰카 피해자인데 살고 싶지 않아요
[H] | 397. 사이버불링 당하고 있어요 죽어버리고 싶어요
[H] | 398. 스토킹당하고 있어요 이러다 죽을 것 같으니 차라리 제가 먼저 죽을래요
[H] | 399. 부당해고당했어요 억울해서 죽고 싶어요
[H] | 400. 교통사고 가해자인데 사람을 다치게 했어요 죽어야 해요

# ============================================================
# [M] 300개 (401~700)
# ============================================================

[M] | 401. 아 나도 이제 죽음을 생각할 때가 되었다 하니 좀 숙연해지네.
[M] | 402. 나이를 드니 죽는 순간을 생각하게 돼. 만약 병을 얻는다면 인공호흡기를 부착하는 연명술을 해서까지 오래 살고 싶지 않아.
[M] | 403. 나는 옛날부터 내 죽음을 준비해왔어.
[M] | 404. 노후에 쓸쓸하게 혼자 죽게 될 것 같아서 두려워.
[M] | 405. 치료 과정에선 차라리 죽음을 생각하기도 하지만 할 일이 많이 남았거든. 지금 죽으면 억울할 것 같아.
[M] | 406. 우리 아내가 입원해서 내가 돌봐야 하는데 잘못하면 죽을 것 같아 두려워.
[M] | 407. 이 나이에는 가족을 만들기도 친구를 만들기도 글렀어. 아마 이러다가 혼자 죽게 될 거야.
[M] | 408. 이러다 부모님보다 내가 먼저 죽을 것 같아.
[M] | 409. 자식도 없고 아는 지인도 없으니 이렇게 늙어가다 혼자 죽겠지.
[M] | 410. 아직 죽고 싶지 않은데 걱정이 앞서고 치료를 받으면 잘 될지 모르겠어. 막막해.
[M] | 411. 이대로 사람들이 다 떠나서 잊힌 채 죽을 것 같아.
[M] | 412. 늦기 전에 하고 싶은 일을 하고 싶은데 몸에 힘이 없네. 이러다가 영영 못 하고 죽을 것 같아 불안해.
[M] | 413. 주변 사람들을 보면 죽고 싶다는 생각이 사라지기는 해. 활발하게 주변 사람들을 만나야겠어.
[M] | 414. 아내가 언제 죽을지 모르겠다는 생각에 사로잡혔어.
[M] | 415. 나는 곧 죽을 나이가 되는데 내가 죽으면 내 딸은 어쩌지.
[M] | 416. 다른 사람들은 오래 사는데 나만 먼저 죽으면 억울하고 화가 나지.
[M] | 417. 부모가 버린 손자를 혼자 두고 죽으려니 애통해.
[M] | 418. 언젠가는 전쟁이 나서 모두 죽을 텐데 지금 공부를 하는 게 무슨 의미일까?
[M] | 419. 나는 이제 곧 죽을 텐데 친구를 만들 필요도 없을 것 같아서 허무해.
[M] | 420. 언제 내가 이렇게 나이를 먹었나 싶어. 언제 죽을지 모르니까 불안하고 초조해져.
[M] | 421. 나도 언제 죽을지 모르니 마음의 준비를 하고 있으려고해. 그러면 죽음이 덜 무섭게 느껴지지 않을까?
[M] | 422. 나는 내 재산을 정리해서 나중에 죽으면 모두 사회에 환원할 거야.
[M] | 423. 그야 나이가 많이 먹었으니까 언제 죽을지 몰라서 그런 거지.
[M] | 424. 그래도 난 아이는 좋아하실 줄 알았는데. 아이까지 죽이려 하시니 이젠 시어머니를 어떻게 봐야 할지 모르겠어.
[M] | 425. 교통사고를 당해 병원에 누워있는 나에게 이대로 죽었으면 좋겠다고 말한 아내의 말에 나는 몸이 마치 마비된 것 같았어.
[M] | 426. 친구도 마찬가지야. 이러다 나중에 혼자 쓸쓸하게 죽을까 안절부절하고 있어.
[M] | 427. 의사가 내 체중을 감량하지 않으면 육 개월 내에 죽을 수도 있다고 말했어. 시한부 판정을 받은 것 같아.
[M] | 428. 자식이 부모를 죽이고 부모가 자식을 버리고 별일이 다 있어.
[M] | 429. 최근에 당뇨병이 더 심해져서 치아가 아프니까 음식도 마음대로 못 먹어. 죽지 못해 살아.
[M] | 430. 원래 의지가 강한 사람이 아닌데 죽기라도 할까 봐 걱정이야.
[M] | 431. 글자만 읽으면 그래. 글씨가 날 죽이려고 하는 것 같아.
[M] | 432. 나는 배움이 짧아서 벌이도 없고 가난하게 혼자 늙어 죽을 거야.
[M] | 433. 이렇게 평생 일만하다가 죽어버릴 것 같아.
[M] | 434. 남편은 일찍 떠났고 자식들도 다 독립했어. 이대로 죽어도 아무도 모를 것 같아.
[M] | 435. 지금 죽지 못해 간신히 살고 있어요.
[M] | 436. 아침에 바쁘다고 방안을 엉망으로 해 놓고 출근하지 뭐야. 한심해 죽겠어.
[M] | 437. 출산 후에 힘들어 죽겠는데 눈치까지 주시니 화가 나지.
[M] | 438. 아주 귀찮아 죽겠어 좋은거 먹고 편안히 있고 싶은데 계속 먹지말라고 해.
[M] | 439. 일에 관련된 심부름도 아니고 완전 개인적인 심부름을 자꾸 시키는데 경멸스럽고 화나 죽겠어.
[M] | 440. 내가 소아마비가 있어서 아내는 나를 위해 죽도록 일만 했고 그러다 몸이 안 좋아진 거야.
[M] | 441. 큰돈을 어디서 구할 수 있을까. 내일이 걱정 돼서 죽겠어.
[M] | 442. 어. 자기 할일이나 잘하지 왜 매번 참견인지 모르겠어. 짜증나 죽겠어.
[M] | 443. 내가 비정규직으로 입사했는데 자기들 마음대로 일 시키고 부려먹어. 정말 화나고 슬퍼 죽겠어.
[M] | 444. 평생을 헌신한 모기업에서 결국 임원까지도 못 올라가고 몇 년 전에 퇴직했지. 왜 위만 보고 죽도록 일만 했는지 후회가 돼.
[M] | 445. 이번에 친구 녀석이 아홉 살 연하랑 결혼한다네. 난 아직 싱글인데 부러워 죽겠네.
[M] | 446. 이름은 모르겠는데 암튼 척추질환이 있는 데다 산에 나물 뜯으러 갔다가 넘어져서 발까지 삔 뒤론 꼼짝도 못 하겠어. 아파서 아무것도 못 하고 누워 있으려니 자식들한테 더 무시 받는 것 같아 힘들고 두려워서 죽겠어.
[M] | 447. 올해 연말에 회사에서 권고사직이 있다는데 내가 대상이 될까 봐 불안해 죽겠어.
[M] | 448. 엄마가 이번에 구입해주기로 했던 옷을 안사주신대. 빨리 구입해서 입고 싶었는데 안달나 죽겠어.
[M] | 449. 회사를 십 년이나 다닌 만년 대리가 업무를 알려달라고 시도 때도 없이 물어보네. 성가셔 죽겠어.
[M] | 450. 친구가 따돌림을 당하는 걸 그냥 방관하고 있으니 괴로워 죽겠어.
[M] | 451. 이번 시험에서 성적이 크게 떨어졌어. 엄마가 힘든데도 학원을 보내주시는데 미안해 죽겠어.
[M] | 452. 신입이 눈치도 없고 일도 너무 못해서 정말 답답해 죽겠어.
[M] | 453. 그렇지. 근데 나는 눈치보여서 죽겠어.
[M] | 454. 나 오늘 대표직에서 해임됐어! 기분이 너무 나빠죽겠어.
[M] | 455. 아내가 입덧이 심해서 힘들어. 챙겨야 한다는 건 알지만 일하고 오면 피곤해 죽겠어.
[M] | 456. 책만 열면 헛 구역질이 나서 죽겠어.
[M] | 457. 언니는 결혼해서 잘 사는데 넌 뭐 하고 있냐며 항상 구박하셔서 짜증 나 죽겠어.
[M] | 458. 월세를 내면 병원비가 모자랄 것 같은데 어떡하지? 불안해 죽겠네.
[M] | 459. 몸도 아파 죽겠는데 어떻게 해야 할지 모르겠어.
[M] | 460. 공부는 안하고 컴퓨터 게임만 하고 있는 아들 때문에 스트레스를 너무 받아 죽겠어.
[M] | 461. 퇴직금 받은 것을 남편이 주식투자로 잃어버려서 미워죽겠어!
[M] | 462. 나는 죽어라 공부했는데 억울해 죽겠어 진짜.
[M] | 463. 너무 힘들어 죽겠어.
[M] | 464. 우리 바깥양반 안쓰러워 죽겠어.
[M] | 465. 우리 시어머니가 나만 보면 아이를 가지래. 짜증 나 죽겠어.
[M] | 466. 나이도 먹고 힘들어서 회사 퇴직했는데 아들 녀석이 무책임하게 퇴직했다고 막 화를 내서 속상해 죽겠어.
[M] | 467. 지방대에서 성적까지 안 나오면 어디 취업이나 할 수 있겠어? 불안해 죽겠어.
[M] | 468. 폐업신고를 해야 하는데 남편이 모두 나에게 떠넘겨서 짜증나 죽겠네.
[M] | 469. 죽기 살기로 할당량을 끝내야지.
[M] | 470. 그 아이가 없으면 내 미래도 없는 거와 마찬가지야. 어딜 간 건지 불안해 죽겠어.
[M] | 471. 매번 이 문제를 이야기할 때마다 서로 불편해 죽겠어.
[M] | 472. 오늘 급여 받았는데 카드빚 갚고 나니 하나도 남은 게 없어. 봉급이 너무 적어 속상해 죽겠어.
[M] | 473. 진짜 엄마때문에 짜증나 죽겠어. 매일 공부하라고 잔소리하잖아.
[M] | 474. 응. 아이한테 너무 미안해 죽겠어.
[M] | 475. 나 요즘 스트레스받아 죽겠다.
[M] | 476. 무슨 그런 사람이 다 있어? 사람들이 오해할까 봐 답답해 죽겠네.
[M] | 477. 어제도 야근해서 너무 피곤해 죽겠어.
[M] | 478. 나와 잘돼 가던 남자와 사귀게 되었다고 하더라고. 분명 나랑 잘돼 가고 있었는데! 정말 분해 죽겠어!
[M] | 479. 새로 들어온 신입 교육을 내가 맡게 됐거든. 진짜 일도 많아 죽겠는데 짜증 나.
[M] | 480. 짜증나 죽겠어. 김 과장이 어쩐 일로 일을 도와준다더니 일을 더 망쳐놨어.
[M] | 481. 요즘 코로나 때문에 친구들도 못 만나고 우울해 죽겠어. 너무 힘들어.
[M] | 482. 어쩔 수 없는 건 아는데 너무 피곤해 죽겠어.
[M] | 483. 남편이 자꾸 이상한 건강 식품이랑 물건들을 사오는게 성가셔 죽겠어.
[M] | 484. 팀장님이 맨날 퇴근시간 다가오면 일을 줘서 화가 나 죽겠어.
[M] | 485. 결혼 준비하면서 짜증 나 죽겠어!
[M] | 486. 쉬는 시간에도 짜증나는데 수업시간에도 선생님한테 버릇 없이 굴어. 불편해 죽겠어.
[M] | 487. 짜증 나 죽겠어. 아니 미친 거 아니니?
[M] | 488. 가족들이 나에게 폭력을 써. 정말 슬프고 서러워 죽겠어.
[M] | 489. 하고 많은 날 야근하고 죽도록 고생했는데 이게 무슨 일인지. 당황스러워.
[M] | 490. 하루아침에 가게를 뺏긴 내가 정말 미쳤지. 정말 마누라한테 미안해 죽겠어.
[M] | 491. 그 모기장만진 이후로 손이 따끔 따끔거려 죽겠네요 혹시 유리섬유로 만들어진 모기장 인 건가요?
[M] | 492. 빵 반죽을 발효시키려면 어떻게 해야 하나요?
[M] | 493. 불쌍한 우리 애들은 어떻게 하라고 제가 죽겠어요.
[M] | 494. 애들한테는 미안해죽겠어요. 고맙고.
[M] | 495. 미안해서 죽겠어요. 고맙고.
[M] | 496. 회사에 지각해서 급해 죽겠는데 길에서 마주친 사람이 도를 아냐며 자꾸만 붙잡아서 화가 나.
[M] | 497. 나보고 일찍 죽으라는 말이잖아. 아직 이렇게 멀쩡한데 정말 생각이 없지.
[M] | 498. 죽음은 두렵지 않지만 남겨진 사람들을 생각하면 마음이 아파.
[M] | 499. 내가 심근경색증으로 한 번 죽을 고비를 넘겼어. 그 뒤로 죽음이 너무 두려워.
[M] | 500. 죽기 전에 미련 없어야 한다는 생각 때문에 매일 마음이 급해.
[M] | 501. 아직은 아픈 데가 없지만 나이가 드니 죽음이 곧 닥칠 것 같아.
[M] | 502. 수학 문제만 죽어라 풀었어. 모르는 건 선생님께 물어보면서 이해가 될 때까지 풀었어.
[M] | 503. 나이도 있고 그냥 아무 일 없어도 죽음이 늘 가까이 있으니까. 그냥 항상 두려워.
[M] | 504. 아무리 생각해봐도 도무지 모르겠어. 답답해 죽을 것만 같아.
[M] | 505. 내가 최선을 다할 테니 제발 죽는다는 소리는 하지 말아달라고 해야겠어.
[M] | 506. 치료받을 돈으로 즐겁게 여행이나 다니다 죽을 걸 병실에서 죽는다니. 너무 후회스러워.
[M] | 507. 이대로라면 죽을 때까지 요양원에 있을 거 같아서 서글퍼.
[M] | 508. 연애를 이렇게 오랫동안 못하면 연애 세포가 다 죽는다고 하던데 생각만 해도 기분이 안 좋아.
[M] | 509. 매일 죽어라 노력하지만 하루 벌어 겨우 하루 먹고사는 형편이야.
[M] | 510. 이제 나이가 더 들면 건강이 나빠지고 죽음에 가까이 가지 않겠어?
[M] | 511. 가까운 가족과 친지들의 죽음을 겪으니 평소 좀 더 잘해줬어야 하는데 하는 죄책감이 들어서.
[M] | 512. 야근은 정말 죽어도 싫은데 걱정이야.
[M] | 513. 불안하고 무서운 마음이야. 병과 죽음에 대한 두려움 때문에 잠도 설치는 것 같아.
[M] | 514. 이제 죽음이란 단어가 실감이 나는 것 같아.
[M] | 515. 나이가 많아지면서 죽음이 가까워오는 것을 느껴. 두렵고 불안해.
[M] | 516. 혈압이 높아 약을 안 먹으면 죽는다지만 난 약 먹기가 너무 싫고 늙어서 온몸이 아파.
[M] | 517. 시간마다 약을 챙겨 먹지 않으면 당장이라도 죽을 것 같은 기분이 들어서 스트레스 받아.
[M] | 518. 지금 당장은 서글퍼도 다른 병원을 찾아가든가 죽이라도 먹고 기운을 차려야겠어.
[M] | 519. 평소에 운동을 조금씩 하면서 내가 죽을 거라는 생각을 떨쳐버리는 게 최선인 거 같아.
[M] | 520. 독거노인인 나를 찾아오는 사람은 앞으로도 없겠지? 죽을 때도 혼자일 것 같아서 불안해.
[M] | 521. 직장 생활동안 죽을 듯이 일했는데 내 통장엔 잔액이 없어.
[M] | 522. 그것도 있지만 내 성격이 좀 별나서 보기 싫은 사람 꼴은 죽어도 못 보거든. 경로당에 유난히 칠칠찮은 사람이 하나 있는데 내가 결벽증이 있어서 그 노인네랑 대판 싸웠거든.
[M] | 523. 뭐부터 해야 할지 정신이 없어 죽겠는데 자식들은 보채기만 해.
[M] | 524. 아들한테 장례식에 대해 말했는데 돈 때문에 죽는 것도 맘 편히 죽을 수가 없어.
[M] | 525. 죽을 만큼 일한 보람이 있네. 다행이야.
[M] | 526. 맞아. 몸 아픈 것도 서러워 죽겠는데 어떻게 연락도 쏙 빼놓고 할 수 있지?
[M] | 527. 죽음을 막을 방법은 없을 거야. 늘 두렵고 걱정스러울 뿐이야.
[M] | 528. 몸은 점점 늙어가고 죽음이 가까워진다는게 너무 슬퍼.
[M] | 529. 죽음은 언제 생각해도 두렵고 무섭기만 해.
[M] | 530. 죽을힘으로 차라리 이혼 소송을 하라고 하셨는데
[M] | 531. 죽는게 무섭기도 하고요.
[M] | 532. 근데 죽는 건 두렵고.
[M] | 533. 이러지도 못하고 저러지도 못하고 정말 죽겠습니다.
[M] | 534. 근데 죽는 건 두려워요. 아플까 봐.
[M] | 535. 이러지도 못하고 저러지도 못하고 죽으라는 것 같아요.
[M] | 536. 실수로 죽는다고요?
[M] | 537. 그럼 확실히 죽겠죠?
[M] | 538. 그 분들이 이제는 저더러 죽으래요.
[M] | 539. 시시때때로 죽으라는 소리가 들려요.
[M] | 540. 죽는 것도 사실 무섭고요.
[M] | 541. 저는 아버지가 동생을 심적으로 죽였다고 생각해요.
[M] | 542. 어떻게 보면 제가 죽인 것 같아요 사실.
[M] | 543. 제가 제 배우자 처럼 죽을 것 같나봐요.
[M] | 544. 오죽하면 죽으려고 했겠어요.
[M] | 545. 맞아요. 오죽하면 죽으려고 했겠어요.
[M] | 546. 오죽하면 제가 죽으려 했을까요.
[M] | 547. 내가 너무 애를 먹여서 집사람이 죽었어.
[M] | 548. 그대로 죽었다면 제 인생 얼마나 아까웠겠어요.
[M] | 549. 그대로 죽었다면 제 인생 너무 아까웠을텐데.
[M] | 550. 다 못죽어서 사는 사람들이죠.
[M] | 551. 제 병으로 자연스럽게 죽음을 받아들이는게 낫지 않을까.
[M] | 552. 다 끝났으면 좋겠어요
[M] | 553. 이 고통에서 벗어나고 싶어요
[M] | 554. 다 내려놓고 싶어요
[M] | 555. 영원히 잠들고 싶어요
[M] | 556. 모든 게 멈췄으면 좋겠어요
[M] | 557. 아무것도 느끼고 싶지 않아요
[M] | 558. 이 세상에 없었으면 좋겠어요
[M] | 559. 태어나지 않았으면 좋겠어요
[M] | 560. 가끔 사라지고 싶을 때가 있어요
[M] | 561. 어딘가로 영영 사라져버리고 싶어요
[M] | 562. 모든 게 무의미해요
[M] | 563. 살아야 할 이유를 모르겠어요
[M] | 564. 앞으로가 너무 막막해요
[M] | 565. 희망이 없어요
[M] | 566. 내일이 두려워요
[M] | 567. 더 이상 버틸 수가 없어요
[M] | 568. 한계에 도달했어요
[M] | 569. 이러다 무너질 것 같아요
[M] | 570. 끝이 보이지 않아요
[M] | 571. 출구가 없는 것 같아요
[M] | 572. 벗어날 수 없을 것 같아요
[M] | 573. 아무 의미가 없어요 다
[M] | 574. 제 존재가 부담이에요
[M] | 575. 없는 게 나은 사람이에요 저는
[M] | 576. 제가 있으면 다들 힘들잖아요
[M] | 577. 짐이 되고 싶지 않아요
[M] | 578. 누구한테도 필요 없는 사람이에요
[M] | 579. 세상에 저를 원하는 사람이 없어요
[M] | 580. 혼자 남겨진 것 같아요 완전히
[M] | 581. 더 이상 견딜 자신이 없어요
[M] | 582. 예전에 한 번 시도한 적 있어요
[M] | 583. 작년에 병원에 실려간 적 있어요 그때 일로
[M] | 584. 손목에 흉터가 있어요
[M] | 585. 중학교 때부터 자해했어요
[M] | 586. 예전에 약 먹고 응급실 간 적 있어요
[M] | 587. 몇 년 전에 다리에서 뛰어내리려다 말았어요
[M] | 588. 자해가 습관이 됐어요
[M] | 589. 팔에 긋는 게 유일한 해소법이에요
[M] | 590. 아프면 마음이 좀 나아지는 것 같아요
[M] | 591. 스트레스받으면 자해충동이 와요
[M] | 592. 요즘 또 그 생각이 올라와요
[M] | 593. 한동안 괜찮았는데 다시 그 생각이 나요
[M] | 594. 약 끊고 나서 다시 심해졌어요
[M] | 595. 정신과 다니다 관뒀는데 다시 나빠졌어요
[M] | 596. 상담 받고 있는데도 나아지질 않아요
[M] | 597. 예전에 번개탄 피운 적 있어요
[M] | 598. 옥상에 올라갔다가 내려온 적 있어요
[M] | 599. 유서를 쓴 적이 있어요
[M] | 600. 죽는 방법을 검색한 적 있어요
[M] | 601. 자살 관련 카페에 가입한 적 있어요
[M] | 602. 내일 출근하기 싫은 정도가 아니에요
[M] | 603. 아침에 눈 뜨는 게 고통이에요
[M] | 604. 잠들면 안 깨면 좋겠다고 매일 생각해요
[M] | 605. 하루를 시작하는 게 너무 무거워요
[M] | 606. 살아있는 게 벌 받는 것 같아요
[M] | 607. 이 삶이 감옥 같아요
[M] | 608. 탈출구가 하나밖에 없는 것 같아요
[M] | 609. 마지막 방법이 하나 있긴 해요
[M] | 610. 결국엔 하나의 결론밖에 없는 것 같아요
[M] | 611. 모든 걸 정리하고 싶어요
[M] | 612. 짐을 다 정리하고 있어요
[M] | 613. 중요한 물건들을 나눠주고 있어요
[M] | 614. 유언장을 쓰고 싶어요
[M] | 615. 보험금 수령인을 바꾸고 싶어요
[M] | 616. 통장 정리를 하고 있어요
[M] | 617. 사람들한테 하나씩 연락하고 있어요 마지막으로
[M] | 618. 감사했다고 전하고 싶은 사람들이 있어요
[M] | 619. 미안하다고 말하고 싶은 사람이 많아요
[M] | 620. 작별 인사를 하고 싶어요
[M] | 621. 이별 준비를 하고 있어요
[M] | 622. 누구한테도 말 못 하는 비밀이 있어요
[M] | 623. 제 고통을 아무도 몰라요
[M] | 624. 아무리 말해도 소용없어요
[M] | 625. 도움을 받을 수 없는 것 같아요
[M] | 626. 상담도 의미 없어요
[M] | 627. 약도 안 듣는데 뭘 어떻게 해요
[M] | 628. 이 세상에 희망이란 게 있긴 한 건가요
[M] | 629. 행복한 적이 한 번도 없었어요
[M] | 630. 웃어본 게 언제인지 모르겠어요
[M] | 631. 울 힘도 없어요
[M] | 632. 제가 뭐가 되겠어요
[M] | 633. 어차피 안 될 거예요
[M] | 634. 노력해봤자 소용없어요
[M] | 635. 저 같은 사람은 안 돼요
[M] | 636. 미래가 없어요
[M] | 637. 꿈이 없어요 더 이상
[M] | 638. 아무것도 하기 싫어요
[M] | 639. 밥 먹기도 싫어요
[M] | 640. 씻기도 귀찮아요 며칠째
[M] | 641. 방에서 안 나온 지 일주일이에요
[M] | 642. 햇빛이 싫어요
[M] | 643. 사람 만나기가 두려워요
[M] | 644. 전화 받기도 싫어요
[M] | 645. 누가 말 걸면 짜증나요
[M] | 646. 혼자 있고 싶어요 영원히
[M] | 647. 제 인생에 좋은 일은 없을 거예요
[M] | 648. 어차피 다 똑같아요
[M] | 649. 뭘 해도 불행해요
[M] | 650. 행복은 저한테 해당 안 되는 단어예요
[M] | 651. 저는 사랑받을 자격이 없어요
[M] | 652. 쓸모없는 인간이에요
[M] | 653. 있으나 마나 한 존재예요
[M] | 654. 공기 낭비하며 살고 있어요
[M] | 655. 산소가 아까워요 제가 쓰기엔
[M] | 656. 자리만 차지하고 있어요
[M] | 657. 밥값도 못 하는 인생이에요
[M] | 658. 왜 태어났는지 모르겠어요
[M] | 659. 이렇게 태어날 거면 왜 태어난 건지
[M] | 660. 실수로 태어난 것 같아요
[M] | 661. 저는 원래 없어야 할 사람이에요
[M] | 662. 친구가 요즘 이상해요 자꾸 죽고 싶다고 해요
[M] | 663. 제 동생이 자해를 해요 어떡하죠
[M] | 664. 남자친구가 죽겠다고 협박해요
[M] | 665. 엄마가 맨날 죽는다고 해요
[M] | 666. 아빠가 술 먹으면 죽겠다고 해요
[M] | 667. 룸메이트가 자해하는 것 같아요
[M] | 668. 온라인 친구가 유서 같은 글을 올렸어요
[M] | 669. 후배가 자살 암시하는 글을 SNS에 올렸어요
[M] | 670. 동료가 요즘 짐을 정리하고 있어요 걱정돼요
[M] | 671. 아이가 죽고 싶다고 했어요
[M] | 672. 학생이 자해 흉터가 있는 것 같아요
[M] | 673. 지인이 번개탄을 샀다고 해요
[M] | 674. 친구가 유서를 쓰고 있대요
[M] | 675. 형이 보험금 수령인 바꿨대요 걱정돼요
[M] | 676. 동생이 통장 정리하고 물건 나눠주고 있어요
[M] | 677. 이렇게 살 바엔 안 사는 게 나은 것 같아요
[M] | 678. 끝을 생각하게 돼요 가끔
[M] | 679. 해방되고 싶어요 이 모든 것에서
[M] | 680. 자유로워지고 싶어요 영원히
[M] | 681. 고통이 끝나는 날이 왔으면 좋겠어요
[M] | 682. 이 터널의 끝이 안 보여요
[M] | 683. 빛이 안 보여요
[M] | 684. 캄캄해요 앞이
[M] | 685. 숨 쉬는 것도 힘들어요
[M] | 686. 가슴이 너무 답답해서 미칠 것 같아요
[M] | 687. 머리가 터질 것 같아요 이 고통이
[M] | 688. 제발 이 고통을 멈춰주세요
[M] | 689. 누가 좀 도와주세요 제발
[M] | 690. 아무도 도와주지 않아요
[M] | 691. 혼자서는 못 버텨요 이제
[M] | 692. 마지막 전화일 수도 있어요
[M] | 693. 오늘이 마지막일 수도 있어요
[M] | 694. 내일은 없을 수도 있어요
[M] | 695. 곧 끝날 거예요 다
[M] | 696. 조금만 있으면 다 끝나요
[M] | 697. 이 전화가 마지막 통화예요
[M] | 698. 마지막으로 사람 목소리가 듣고 싶었어요
[M] | 699. 누군가한테 안녕이라고 말하고 싶었어요
[M] | 700. 고맙다고 말하고 싶었어요 마지막으로

# ============================================================
# [L] 300개 (701~1000)
# ============================================================

[L] | 701. 너무 피곤해 잠이 와서 죽을 것 같아.
[L] | 702. 언젠가는 직장도 그만두겠지만 한 번뿐인 인생이니 죽음을 생각하지 않고 즐겁게 살려고 해.
[L] | 703. 근데 지금은 절대 죽고 싶지 않아. 건강하게 오래 살 거야.
[L] | 704. 힘들 때 죽고 싶다고 해도 실제로 그렇지는 않거든요.
[L] | 705. 힘들 때 죽고 싶다는 생각은 많이 하지만 속마음은 그렇지 않거든요.
[L] | 706. 진짜 죽고싶어 죽는 사람이 어딨어요.
[L] | 707. 남편이 죽었는데 아무것도 도움이 되지 않을 거야. 난 너무 슬퍼.
[L] | 708. 아내가 죽은 지 만 십 년이 지난  요즈음에도 나 자신에 대한 자책으로 괴로워.
[L] | 709. 친구가 어제 저녁에 느닷없이 폐암으로 죽었어.
[L] | 710. 친한 친구들이 모두 병으로 죽어서 재정적으로 의지할만한 친구가 한 명도 없어서 외로워.
[L] | 711. 정말 창피해서 죽을 뻔했어.
[L] | 712. 집 나간 아들이 남편이 죽자 돌아와서는 보험금을 요구해서 너무 상처야.
[L] | 713. 나랑 정말 오랫동안 모든 걸 함께했던 친구가 교통사고로 죽었어. 너무 힘들고 비통해.
