# UNLIQ emo_threat premise 데이터
# hypothesis: "이 고객은 위협이나 협박을 하고 있다"
# 총 1200개 (6업종 × 200개)
# 비율: [H] 30% / [M] 35% / [L] 35%

============================================================
업종 1: 이커머스 (1~200)
============================================================

[H] | 이커머스 | 1. 택배기사 찾아가서 진짜 죽여버린다
[L] | 요식업 | 357. 네이버 플레이스 리뷰에 별 1개 남긴다
[L] | 요식업 | 358. 법적 대응 준비 중이에요 변호사 선임했습니다
[L] | 요식업 | 359. 위생 점검 신고합니다 사진이랑 영상 다 있어요
[L] | 요식업 | 360. 소비자분쟁조정 신청할게요
[L] | 요식업 | 361. 기자한테 제보했어요 취재 들어갈 거예요
[L] | 요식업 | 362. 배달앱 고객센터에 가게 신고할 거야
[L] | 요식업 | 363. 이 가게 사업자등록번호 확인했어요 관할 세무서에도 얘기합니다
[L] | 요식업 | 364. 디시인사이드에 이 가게 올린다
[L] | 요식업 | 365. 소비자 단체소송 참여할 거예요 피해자 모으는 중이에요
[L] | 요식업 | 366. 뉴스 제보합니다 이물질 사진 증거 다 있어요
[L] | 요식업 | 367. 구청 위생과에 민원 접수하겠습니다
[L] | 요식업 | 368. 카카오맵 리뷰에도 올릴 거예요 평점 다 깎는다
[L] | 요식업 | 369. 피해 보상 안 해주면 내용증명 보내겠습니다
[L] | 요식업 | 370. 이 프랜차이즈 가맹사업법 위반 아닌지 공정위에 확인합니다
[L] | 요식업 | 371. 음식 사진 찍어서 트위터에 올릴 거야
[L] | 요식업 | 372. 병원비 영수증 모아서 소송 갈 거예요
[L] | 요식업 | 373. 식약처 e-민원 접수합니다
[L] | 요식업 | 374. 배달앱 별점 조작 의심돼서 공정위에도 신고합니다
[L] | 요식업 | 375. 이 가게 위생 상태 영상 찍었어요 보건소에 제출합니다
[L] | 요식업 | 376. 소액재판 가겠습니다 음식값이랑 병원비 다 합쳐서
[L] | 요식업 | 377. 이 건 SBS 뉴스에 제보했어요
[L] | 요식업 | 378. 카페 위생 불량 인스타 스토리로 올릴 거예요 팔로워 5만이야
[L] | 요식업 | 379. 소비자원 전화 상담받았는데 신고 가능하대요
[L] | 요식업 | 380. 편의점 유통기한 관리 안 해서 식약처 신고합니다
[L] | 요식업 | 381. 네이버 카페에 이 마트 후기 올린다
[L] | 요식업 | 382. 진단서랑 영수증 다 모았어요 민사소송 갑니다
[L] | 요식업 | 383. 이 가게 원산지 표시 위반 같은데 신고할 거예요
[L] | 요식업 | 384. 아프리카TV에서 이 가게 까는 먹방 할 거야
[L] | 요식업 | 385. 음식 상태 영상 올렸는데 벌써 공유 많이 됐어요
[L] | 요식업 | 386. 변호사비 들여서라도 소송 간다 각오하세요
[L] | 요식업 | 387. 프랜차이즈 본사 감사팀에 민원 넣겠습니다
[L] | 요식업 | 388. 이 가게 위생등급 재검사 요청합니다 구청에
[L] | 요식업 | 389. 피해자 모임 만들어서 집단소송 준비 중이에요
[L] | 요식업 | 390. 이 슈퍼 불량 식품 판매 식약처에 신고합니다
[L] | 요식업 | 391. 녹취록이랑 사진 다 가지고 있어요 법적 대응할 거예요
[L] | 요식업 | 392. 이 건 언론 보도될 겁니다 제보 완료했어요
[L] | 요식업 | 393. 배달앱에서 이 가게 퇴출시키겠습니다 증거 있어요
[L] | 요식업 | 394. 소비자 고발 프로그램에 사연 보냈어요
[L] | 요식업 | 395. 위생 검사 결과 공개 요청합니다
[L] | 요식업 | 396. 이 카페 인테리어 무허가 아닌지 구청에 확인합니다
[L] | 요식업 | 397. 마트 식품 관리 실태 소비자원에 제보합니다
[L] | 요식업 | 398. 이 건 소액재판이랑 보건소 신고 동시에 갑니다
[L] | 요식업 | 399. 가게 앞에 현수막 걸 거예요 합법적으로
[L] | 요식업 | 400. 이 음식점 위반 사항 전부 정리해서 관할 기관에 일괄 신고합니다

============================================================
업종 3: 금융 (401~600)
============================================================

[H] | 금융 | 401. 은행 찾아가서 난리 칠 거야 각오해
[H] | 금융 | 402. 지점장 집 알아냈다 찾아간다
[H] | 금융 | 403. 상담원 너 이름 알았어 찾아가서 죽여버린다
[H] | 금융 | 404. 은행 창구 부숴버릴 거야 진짜
[H] | 금융 | 405. 시발 지점 가서 유리창 깨버린다
[H] | 금융 | 406. 보험 설계사 찾아가서 멱살 잡는다
[H] | 금융 | 407. 본사 로비에서 행패 부릴 거야 피 볼 줄 알아
[H] | 금융 | 408. 증권사 직원 퇴근길에 잡는다
[H] | 금융 | 409. 카드사 콜센터 위치 알려줘 찾아가서 때린다
[H] | 금융 | 410. 지점장 차에다 페인트 뿌려버린다
[H] | 금융 | 411. 은행 ATM 다 부숴버릴 거야
[H] | 금융 | 412. 대출 담당자 찾아가서 목덜미 잡을 거다
[H] | 금융 | 413. 보험사 사무실 가서 책상 뒤집어엎는다
[H] | 금융 | 414. 시발 이자 뭐야 은행 불질러버릴 거야
[H] | 금융 | 415. 카드사 대표이사 집 주소 알아냈어 찾아간다
[H] | 금융 | 416. 증권사 찾아가서 컴퓨터 다 부숴버린다
[H] | 금융 | 417. 은행원 너 어디 지점이야 지금 간다
[H] | 금융 | 418. 보험 심사 담당자 죽여버린다 진짜
[H] | 금융 | 419. 지점 찾아가서 불 지른다 더 이상 못 참아
[H] | 금융 | 420. 대출 안 해주면 은행 앞에서 난리 칠 거야 피 보게 해줄게
[H] | 금융 | 421. 상담원 사진 찍었어 SNS에 올리고 찾아간다
[H] | 금융 | 422. 카드사 직원 이름이랑 사번 알았다 기다려
[H] | 금융 | 423. 보험금 안 주면 설계사 집에 불 지른다
[H] | 금융 | 424. 시발 이 은행 지점장 죽여버릴 거야
[H] | 금융 | 425. 증권사 본사 앞에서 트럭 몰고 갈 거다
[H] | 금융 | 426. 은행 창구 직원 퇴근시간 알아 기다린다
[H] | 금융 | 427. 보험사 건물 가서 유리창 깨버릴 거야
[H] | 금융 | 428. 대출 거절해? 담당자 찾아가서 박살낸다
[H] | 금융 | 429. 카드 한도 줄였다고? 카드사 사무실 부숴버린다
[H] | 금융 | 430. 은행 로비에서 칼 들고 있을 거야 각오해라
[H] | 금융 | 431. 보험 설계사 어디 사는지 알아냈어
[H] | 금융 | 432. 지점 가서 금고 앞에서 난리 칠 거다 피 볼 줄 알아
[H] | 금융 | 433. 시발 이자 폭탄이야 은행원 잡아 패버린다
[H] | 금융 | 434. 카드사 콜센터 직원 목 잡을 거야 진짜
[H] | 금융 | 435. 보험금 안 나오면 보험사 본사 불태운다
[H] | 금융 | 436. 증권사 PB 얼굴에 물 끼얹어버린다
[H] | 금융 | 437. 은행 대표 SNS 찾았어 집 앞에서 기다린다
[H] | 금융 | 438. 대출 담당 과장 잡으러 간다 기다려
[H] | 금융 | 439. 보험 심사역 이름 알았다 찾아간다 진짜
[H] | 금융 | 440. 카드사 건물 로비에서 행패 부릴 거야
[H] | 금융 | 441. 은행 지점 가서 의자 던진다
[H] | 금융 | 442. 시발 보험료 뭐야 설계사 죽인다
[H] | 금융 | 443. 증권사 직원 차 번호판 알아 찾아간다
[H] | 금융 | 444. 은행 본점 찾아가서 대표이사실 부숴버릴 거야
[H] | 금융 | 445. 대출 심사 담당자 얼굴 사진 찍었다
[H] | 금융 | 446. 카드사 찾아가서 사무실 뒤집어엎을 거다
[H] | 금융 | 447. 보험 거절하면 설계사 멱살 잡는다 진짜
[H] | 금융 | 448. 은행 ATM 코너에서 기물 파손할 거야
[H] | 금융 | 449. 지점장 아들 학교 알아냈어
[H] | 금융 | 450. 시발 펀드 손실 뭐야 PB 죽여버린다
[H] | 금융 | 451. 카드사 대표 차에 스크래치 내버린다
[H] | 금융 | 452. 은행 보안요원 있어도 난입할 거야
[H] | 금융 | 453. 보험사 지사장 찾아가서 패버린다
[H] | 금융 | 454. 대출 금리 뭐야 은행 건물에 돌 던진다
[H] | 금융 | 455. 증권사 본사 가서 로비 부숴버릴 거다
[H] | 금융 | 456. 카드 연체 수수료 뭐야 담당자 죽여버린다
[H] | 금융 | 457. 은행 지점 폐쇄할 때까지 매일 찾아간다
[H] | 금융 | 458. 보험 민원 처리 안 하면 본사에 불 지른다
[H] | 금융 | 459. 시발 이 은행 직원들 전부 찾아간다
[H] | 금융 | 460. 카드사 고객센터 팀장 어디 사는지 알아낼 거야
[M] | 금융 | 461. 이거 가만히 안 넘어간다 두고 봐
[M] | 금융 | 462. 끝까지 간다 각오해
[M] | 금융 | 463. 이 은행 큰코다칠 거야
[M] | 금융 | 464. 가만 안 둔다 알겠어
[M] | 금융 | 465. 후회하게 해줄게 반드시
[M] | 금융 | 466. 두고 봐라 이 은행 망하게 해줄게
[M] | 금융 | 467. 보험금 안 주면 어떻게 되는지 보여줄게
[M] | 금융 | 468. 이 건 끝장이야 가만히 안 있어
[M] | 금융 | 469. 카드사 대가를 치르게 해줄게
[M] | 금융 | 470. 절대 이대로 안 끝나 반드시 갚는다
[M] | 금융 | 471. 대출 거절해놓고 무사할 줄 알아?
[M] | 금융 | 472. 이 보험사 끝장낼 거야 기다려
[M] | 금융 | 473. 나 만만하게 보지 마 끝까지 물고 늘어진다
[M] | 금융 | 474. 가만히 있을 줄 알아? 반드시 보복한다
[M] | 금융 | 475. 이 은행 때문에 큰 피해 봤어 대가를 치른다
[M] | 금융 | 476. 시발 이자율 이게 뭐야 가만 안 놔둔다
[M] | 금융 | 477. 보험 심사 이렇게 하면 큰일 난다
[M] | 금융 | 478. 이번 건 절대 잊지 않을 거야
[M] | 금융 | 479. 카드사 이번엔 참지 않는다 끝장 보자
[M] | 금융 | 480. 증권사 피해 보상 안 하면 가만 안 있어요
[M] | 금융 | 481. 이 은행 이름 망신시켜줄게
[M] | 금융 | 482. 두고 보자 이 보험사 어떻게 되나
[M] | 금융 | 483. 대출 담당자 후회하게 만들어줄게
[M] | 금융 | 484. 이번 일은 끝까지 물고 늘어질 거예요
[M] | 금융 | 485. 가만두나 봐라 이 카드사
[M] | 금융 | 486. 이 건으로 은행에 큰 타격 줄 거야
[M] | 금융 | 487. 금리 인상 일방적으로 해놓고 가만히 있을 줄 알아?
[M] | 금융 | 488. 보험료 환급 안 해주면 끝이야
[M] | 금융 | 489. 증권사 PB 각오해 대가를 치르게 해줄 거야
[M] | 금융 | 490. 이 은행 직원 태도 뭐야 가만 안 넘어간다
[M] | 금융 | 491. 카드 한도 줄여놓고 무사할 줄 알아? 두고 봐
[M] | 금융 | 492. 보험금 지급 거절이요? 끝을 보자
[M] | 금융 | 493. 대출 금리 이게 뭐야 이 은행 끝장낼 거다
[M] | 금융 | 494. 이번에 제대로 안 하면 가만 안 둬요
[M] | 금융 | 495. 시발 펀드 손실 다 책임지게 해줄 거야
[M] | 금융 | 496. 이 건 절대 포기 안 한다 알겠어?
[M] | 금융 | 497. 은행이 이러면 안 되지 반드시 갚아준다
[M] | 금융 | 498. 보험 설계사 큰코다칠 거야
[M] | 금융 | 499. 카드사 이번 건 어떻게 되든 끝장이야
[M] | 금융 | 500. 이 증권사 가만 안 놔둘 거예요
[M] | 금융 | 501. 전재산 빼겠다 이 은행이랑 더 이상 거래 안 한다
[M] | 금융 | 502. 이 보험사 큰일 날 거야 기다려
[M] | 금융 | 503. 대출 심사 뭐야 이거 가만히 넘어갈 줄 알아
[M] | 금융 | 504. 카드사 고객 대응 이게 뭐야 끝까지 간다
[M] | 금융 | 505. 은행 점장 반드시 후회하게 해줄 거야
[M] | 금융 | 506. 보험 민원 처리 이렇게 하면 큰코다친다
[M] | 금융 | 507. 시발 수수료 폭탄이야 가만 안 있는다
[M] | 금융 | 508. 이 건으로 반드시 책임지게 만들 거야
[M] | 금융 | 509. 증권사 피해자 모아서 끝장낼 거다
[M] | 금융 | 510. 은행 이번에 대충 넘기면 안 되는 거 알지
[M] | 금융 | 511. 보험사 사과 안 하면 어떻게 되는지 보여줄게
[M] | 금융 | 512. 카드사 이거 절대 용서 안 한다
[M] | 금융 | 513. 대출 거절 사유가 뭐야 가만 안 둘 거야
[M] | 금융 | 514. 이 은행 때문에 손해 본 거 반드시 되돌려준다
[M] | 금융 | 515. 보험 해지 환급금 이게 뭐야 끝을 보겠다
[M] | 금융 | 516. 시발 이 은행 직원 가만 안 놔둔다
[M] | 금융 | 517. 카드사 연회비 환불 안 하면 큰일 난다
[M] | 금융 | 518. 이 건은 그냥 못 넘어가 각오하세요
[M] | 금융 | 519. 증권사 이번 건 후회하게 될 거야
[M] | 금융 | 520. 은행 서비스 이게 뭐야 끝장 보자
[M] | 금융 | 521. 보험사 대가 치르게 해줄게 반드시
[M] | 금융 | 522. 카드사 고객센터 태도 뭐야 가만 안 넘어간다
[M] | 금융 | 523. 이 은행 이미지 완전히 망가뜨려줄 거야
[M] | 금융 | 524. 대출 금리 인상 일방 통보야? 두고 보자
[M] | 금융 | 525. 보험금 심사 또 지연이야? 가만 안 있어
[M] | 금융 | 526. 이번에 참지 않을 거야 끝이다
[M] | 금융 | 527. 시발 이 증권사 끝장이야
[M] | 금융 | 528. 은행 담당자 어떤 대가를 치르게 될지 보여줄게
[M] | 금융 | 529. 카드사 이 건 절대 포기 안 하니까
[M] | 금융 | 530. 보험사 이렇게 하면 안 되는 거야 반드시 갚는다
[L] | 금융 | 531. 금감원 민원 넣을게요
[L] | 금융 | 532. 금융분쟁조정 신청합니다
[L] | 금융 | 533. 녹취 다 했어요 증거 있습니다
[L] | 금융 | 534. 국회 국감에 올릴 거야
[L] | 금융 | 535. 기자한테 제보한다 금융 전문 기자야
[L] | 금융 | 536. 언론 보도되면 각오해
[L] | 금융 | 537. 변호사 선임했으니 준비하세요
[L] | 금융 | 538. 소송 갈 거예요 내용증명 보냈습니다
[L] | 금융 | 539. 금융감독원 전자민원 접수합니다
[L] | 금융 | 540. 이 건 국민신문고에도 올릴 거예요
[L] | 금융 | 541. 은행연합회에 민원 넣겠습니다
[L] | 금융 | 542. 보험 민원은 생명보험협회에 접수할게요
[L] | 금융 | 543. 녹취록 가지고 금감원 가겠습니다
[L] | 금융 | 544. 이 건 SBS 뉴스에 제보했어요
[L] | 금융 | 545. 금융소비자보호법 위반이에요 신고합니다
[L] | 금융 | 546. 변호사한테 확인했어요 소송 가능하대요
[L] | 금융 | 547. 카드사 불법 수수료 공정위에 신고합니다
[L] | 금융 | 548. 손해보험협회에 접수할게요
[L] | 금융 | 549. 금감원이랑 공정위 동시에 민원 넣을 거예요
[L] | 금융 | 550. 이 건 집단소송 참여할 거야
[L] | 금융 | 551. 국회의원실에 민원 넣겠습니다 금융위 소관이에요
[L] | 금융 | 552. 블라인드에 올릴 거야 이 은행 내부 사정 다 까발린다
[L] | 금융 | 553. 경제 기자한테 제보했어요 기사 나올 겁니다
[L] | 금융 | 554. 금융분쟁조정위원회 신청서 작성 중이에요
[L] | 금융 | 555. 이 건 법적 대응 갈 거예요 변호사랑 미팅 잡았어요
[L] | 금융 | 556. 은행 불법 영업 금감원에 신고합니다
[L] | 금융 | 557. 보험 불완전판매 신고할게요 증거 다 있어요
[L] | 금융 | 558. 이 대화 전부 녹취됐어요 법정에서 봅시다
[L] | 금융 | 559. 금융위원회에 민원 넣겠습니다
[L] | 금융 | 560. 카드사 부당 약관 공정위에 신고합니다
[L] | 금융 | 561. 유튜브에 이 은행 피해 사례 올릴 거야
[L] | 금융 | 562. 보험사 민원 처리 안 하면 금감원 현장 점검 요청합니다
[L] | 금융 | 563. 이 건 내용증명 발송 완료했습니다
[L] | 금융 | 564. 대출 금리 부당 인상 금감원에 신고할 거예요
[L] | 금융 | 565. 증권사 불법 운용 금융위에 제보합니다
[L] | 금융 | 566. 이 은행 피해자 카톡방 있어요 같이 대응 중입니다
[L] | 금융 | 567. 소비자원에도 접수할게요
[L] | 금융 | 568. 뉴스데스크 제보합니다 은행 피해 사례
[L] | 금융 | 569. 이 건 국정감사 자료로 올릴 거예요
[L] | 금융 | 570. 보험 약관 설명 의무 위반이에요 녹취 증거 있습니다
[L] | 금융 | 571. 카드사 개인정보 유출 의심돼서 개인정보보호위에도 신고합니다
[L] | 금융 | 572. 법무법인 선임 완료했어요 소장 작성 중입니다
[L] | 금융 | 573. 이 은행 서비스 실태 인터넷 커뮤니티에 전부 공개합니다
[L] | 금융 | 574. 금감원 분쟁조정 신청서 제출했습니다
[L] | 금융 | 575. 보험 불완전판매 피해자 모집 중이에요 집단소송 갑니다
[L] | 금융 | 576. 이 건 한겨레 기자한테 얘기했어요
[L] | 금융 | 577. 은행 부당 대출 관행 금감원에 고발합니다
[L] | 금융 | 578. 카드사 위약금 부당 청구 소송 가겠습니다
[L] | 금융 | 579. 금융소비자보호원에 상담 받았는데 신고 가능하대요
[L] | 금융 | 580. 이 건 민사소송 갈 거예요 각오하세요
[L] | 금융 | 581. 증권사 수수료 부당 청구 금감원에 접수합니다
[L] | 금융 | 582. 보험사 보험금 지급 지연 이자 청구할 거예요 법적으로
[L] | 금융 | 583. 이 은행 약관 부당 조항 공정위에 신고합니다
[L] | 금융 | 584. 녹취록이랑 이메일 전부 변호사한테 넘겼어요
[L] | 금융 | 585. 금감원 현장검사 요청하겠습니다
[L] | 금융 | 586. 이 건 조선일보에 제보했어요
[L] | 금융 | 587. 카드사 개인정보 처리 위반 신고합니다
[L] | 금융 | 588. 은행 임직원 비위 금감원에 고발할 거예요
[L] | 금융 | 589. 법적 비용 다 준비됐어요 소액재판부터 갑니다
[L] | 금융 | 590. 보험사 이 건 금감원 분쟁조정으로 갈 거예요
[L] | 금융 | 591. 은행 부당 행위 정리해서 국감 자료로 제출합니다
[L] | 금융 | 592. 금융 피해 상담 센터 연락했어요 소송 준비 중입니다
[L] | 금융 | 593. 이 건 방송 제보 완료했습니다
[L] | 금융 | 594. 카드사 약관 변경 통보 의무 위반이에요 신고합니다
[L] | 금융 | 595. 보험사 청구 지연 배상 소송 갈 겁니다
[L] | 금융 | 596. 금감원 민원이랑 언론 제보 동시에 갑니다
[L] | 금융 | 597. 이 은행 서비스 실태 유튜브에 올릴 거예요
[L] | 금융 | 598. 증권사 피해 사례 집단소송 카페 만들었어요
[L] | 금융 | 599. 금융위원회 직접 찾아가서 민원 접수하겠습니다
[L] | 금융 | 600. 이 건 법적으로 끝까지 갈 거예요 변호사 비용 아끼지 않겠습니다

============================================================
업종 4: 통신/가전AS (601~800)
============================================================

[H] | 통신/가전AS | 601. AS센터 찾아가서 부숴버린다
[H] | 통신/가전AS | 602. 기사 목덜미 잡는다 각오해
[H] | 통신/가전AS | 603. 통신사 대리점 찾아가서 유리창 깬다
[H] | 통신/가전AS | 604. 시발 인터넷 안 터지면 기사 죽여버린다
[H] | 통신/가전AS | 605. AS기사 집 주소 알아냈어 찾아간다
[H] | 통신/가전AS | 606. 대리점 직원 얼굴 사진 찍었다 찾아간다
[H] | 통신/가전AS | 607. 본사 로비에서 TV 들고 던진다
[H] | 통신/가전AS | 608. 콜센터 위치 알려줘 찾아가서 때린다
[H] | 통신/가전AS | 609. 냉장고 들고 대리점 가서 부숴버릴 거야
[H] | 통신/가전AS | 610. 기사 다음에 오면 문 안 열어주고 잡는다
[H] | 통신/가전AS | 611. AS센터 매니저 멱살 잡을 거다
[H] | 통신/가전AS | 612. 통신사 사장 집 알아냈어 찾아간다
[H] | 통신/가전AS | 613. 대리점 가서 전시품 다 부숴버린다
[H] | 통신/가전AS | 614. 기사 퇴근길에 잡아서 패버린다
[H] | 통신/가전AS | 615. 시발 위약금 뭐야 대리점 불질러버릴 거야
[H] | 통신/가전AS | 616. AS기사 차 번호 알아 찾아간다
[H] | 통신/가전AS | 617. 서비스센터 가서 세탁기 들고 던진다
[H] | 통신/가전AS | 618. 통신사 본사 찾아가서 난리 칠 거야 피 볼 줄 알아
[H] | 통신/가전AS | 619. 에어컨 고장 안 고쳐주면 기사 죽여버린다
[H] | 통신/가전AS | 620. 대리점 직원 이름 알았다 찾아간다 진짜
[H] | 통신/가전AS | 621. 콜센터 상담원 사번 알아냈어 기다려
[H] | 통신/가전AS | 622. AS센터장 얼굴에 제품 던져버린다
[H] | 통신/가전AS | 623. 통신사 건물 앞에서 트럭 몰고 갈 거다
[H] | 통신/가전AS | 624. 기사 집 앞에서 기다릴 거야 각오해라
[H] | 통신/가전AS | 625. 시발 요금 폭탄이야 대리점 부숴버린다
[H] | 통신/가전AS | 626. TV 불량인데 서비스센터 가서 화면 깨버릴 거야
[H] | 통신/가전AS | 627. 인터넷 기사 다음에 오면 도구 들고 기다린다
[H] | 통신/가전AS | 628. AS센터 직원 퇴근시간 알아 잡는다
[H] | 통신/가전AS | 629. 통신사 대표 SNS 찾았어 집 찾아간다
[H] | 통신/가전AS | 630. 대리점 가서 핸드폰 다 던져버린다
[H] | 통신/가전AS | 631. 기사 어디 사는지 알아내서 찾아간다 진짜
[H] | 통신/가전AS | 632. 서비스센터 접수대 부숴버릴 거야
[H] | 통신/가전AS | 633. 시발 해지 안 해주면 대리점 불 지른다
[H] | 통신/가전AS | 634. AS기사 얼굴 사진 찍었다 SNS에 올리고 찾아간다
[H] | 통신/가전AS | 635. 냉장고 고장에 수리비 뭐야 기사 잡아 패버린다
[H] | 통신/가전AS | 636. 통신사 지사 가서 모니터 깨버린다
[H] | 통신/가전AS | 637. 본사 앞에서 시위하다가 건물 난입할 거야
[H] | 통신/가전AS | 638. 대리점 사장 차에 페인트 뿌려버린다
[H] | 통신/가전AS | 639. AS센터 가서 에어컨 실외기 던진다
[H] | 통신/가전AS | 640. 기사 이름이랑 소속 알았다 찾아간다
[H] | 통신/가전AS | 641. 시발 로밍비 뭐야 통신사 건물 부숴버린다
[H] | 통신/가전AS | 642. 세탁기 수리 안 되면 서비스센터 불태운다
[H] | 통신/가전AS | 643. 대리점 직원 퇴근길에 잡을 거야
[H] | 통신/가전AS | 644. AS기사 집 알아냈어 밤에 간다
[H] | 통신/가전AS | 645. 소형가전 들고 대리점 가서 던져버릴 거다
[H] | 통신/가전AS | 646. 통신사 콜센터 팀장 죽여버린다 진짜
[H] | 통신/가전AS | 647. 인터넷 안 터지면 장비 들고 본사에 던진다
[H] | 통신/가전AS | 648. 서비스센터 매니저 멱살 잡는다 기다려
[H] | 통신/가전AS | 649. 시발 수리비 바가지야 기사 잡으러 간다
[H] | 통신/가전AS | 650. 대리점 유리창 다 깨버릴 거야
[H] | 통신/가전AS | 651. AS센터 직원 이름 다 적었다 한 명씩 찾아간다
[H] | 통신/가전AS | 652. 통신사 해지 담당자 죽여버린다
[H] | 통신/가전AS | 653. 가전 수리 안 되면 제품 들고 본사 앞에서 부숴버린다
[H] | 통신/가전AS | 654. 기사가 집 망가뜨렸어 잡아서 패버린다
[H] | 통신/가전AS | 655. 시발 약정 위약금이 뭐야 대리점 뒤집어엎는다
[H] | 통신/가전AS | 656. 서비스센터 가서 냉장고 엎어버릴 거야
[H] | 통신/가전AS | 657. AS기사 오토바이 박살낸다
[H] | 통신/가전AS | 658. 통신사 지점 가서 난리 칠 거다 피 볼 줄 알아
[H] | 통신/가전AS | 659. 대리점 사장 어디 사는지 알아내서 찾아간다
[H] | 통신/가전AS | 660. 기사 죽여버릴 거야 에어컨 수리 또 실패하면
[M] | 통신/가전AS | 661. 가만 안 놔둔다 두고 봐
[M] | 통신/가전AS | 662. 끝까지 간다 이 통신사
[M] | 통신/가전AS | 663. 후회하게 해줄게 반드시
[M] | 통신/가전AS | 664. 이 건 끝장이야 가만히 안 있어
[M] | 통신/가전AS | 665. 두고 봐라 이 통신사 망하게 해줄게
[M] | 통신/가전AS | 666. 서비스센터 대가를 치르게 해줄게
[M] | 통신/가전AS | 667. 절대 이대로 안 끝나 반드시 갚는다
[M] | 통신/가전AS | 668. 이 대리점 끝장낼 거야 기다려
[M] | 통신/가전AS | 669. 나 만만하게 보지 마 끝까지 물고 늘어진다
[M] | 통신/가전AS | 670. 가만히 있을 줄 알아? 반드시 보복한다
[M] | 통신/가전AS | 671. 인터넷 이 상태로 가만 안 넘어간다
[M] | 통신/가전AS | 672. 위약금 이게 뭐야 어떻게 되는지 보여줄게
[M] | 통신/가전AS | 673. AS 대응 이게 뭐야 끝을 보자
[M] | 통신/가전AS | 674. 시발 요금제 사기야 가만 안 둔다
[M] | 통신/가전AS | 675. 수리 또 실패하면 큰일 난다 알겠지
[M] | 통신/가전AS | 676. 이번 건 절대 잊지 않을 거야
[M] | 통신/가전AS | 677. 통신사 이번엔 참지 않는다 끝장 보자
[M] | 통신/가전AS | 678. 가전AS 이 대응 뭐야 가만 안 있어요
[M] | 통신/가전AS | 679. 이 통신사 이름 망신시켜줄게
[M] | 통신/가전AS | 680. 두고 보자 이 서비스센터 어떻게 되나
[M] | 통신/가전AS | 681. 기사 태도 뭐야 후회하게 만들어줄게
[M] | 통신/가전AS | 682. 이번 일은 끝까지 물고 늘어질 거예요
[M] | 통신/가전AS | 683. 가만두나 봐라 이 대리점
[M] | 통신/가전AS | 684. 통신사에 큰 타격 줄 거야 기다려
[M] | 통신/가전AS | 685. 해지 안 해주면 어떻게 되는지 보여줄게
[M] | 통신/가전AS | 686. 수리비 환불 안 하면 끝이야
[M] | 통신/가전AS | 687. 이 건으로 반드시 책임지게 만들 거야
[M] | 통신/가전AS | 688. 시발 약정 사기야 가만히 넘어갈 줄 알아
[M] | 통신/가전AS | 689. AS기사 각오해 대가를 치르게 해줄 거야
[M] | 통신/가전AS | 690. 이 통신사 직원 태도 뭐야 가만 안 넘어간다
[M] | 통신/가전AS | 691. 에어컨 수리 세 번째야 이제 참지 않는다
[M] | 통신/가전AS | 692. 이번에 제대로 안 하면 가만 안 둬요
[M] | 통신/가전AS | 693. 대리점 끝장낼 거야 두고 봐
[M] | 통신/가전AS | 694. 인터넷 장애 보상 안 해주면 큰코다친다
[M] | 통신/가전AS | 695. 이 건 절대 포기 안 한다 알겠어?
[M] | 통신/가전AS | 696. 통신사가 이러면 안 되지 반드시 갚아준다
[M] | 통신/가전AS | 697. 서비스센터 큰코다칠 거야
[M] | 통신/가전AS | 698. 이 대리점 이번 건 어떻게 되든 끝이야
[M] | 통신/가전AS | 699. 가전AS 이 대응 가만 안 놔둘 거예요
[M] | 통신/가전AS | 700. 요금 과다 청구야 이 통신사 끝장 보겠다
[M] | 통신/가전AS | 701. 수리 또 안 되면 가만히 안 있을 거야
[M] | 통신/가전AS | 702. 이 건으로 통신사 이미지 망가뜨려줄 거야
[M] | 통신/가전AS | 703. 대리점 사장 후회하게 해줄게
[M] | 통신/가전AS | 704. 시발 데이터 요금 폭탄이야 끝까지 간다
[M] | 통신/가전AS | 705. AS센터 담당자 큰일 날 거야 기다려
[M] | 통신/가전AS | 706. 해지 위약금 부당 청구야 가만 안 둔다
[M] | 통신/가전AS | 707. 이번에 대충 넘기면 안 돼 끝장 보자
[M] | 통신/가전AS | 708. 기사 태도 뭐야 가만히 넘어갈 사람 아니야
[M] | 통신/가전AS | 709. 통신사 고객센터 반드시 후회할 거야
[M] | 통신/가전AS | 710. 대리점 이 건 그냥 못 넘긴다
[M] | 통신/가전AS | 711. 수리 안 되면 어떤 일이 벌어질지 몰라
[M] | 통신/가전AS | 712. 시발 이 서비스센터 끝이다
[M] | 통신/가전AS | 713. 가전 교환 안 해주면 큰일 생긴다
[M] | 통신/가전AS | 714. 통신사 각오해 이번에 진짜 참지 않을 거야
[M] | 통신/가전AS | 715. 이 건 반드시 끝을 본다
[M] | 통신/가전AS | 716. AS 대응 이게 뭐야 이 회사 끝장낸다
[M] | 통신/가전AS | 717. 대리점 사과도 안 하네 두고 보자
[M] | 통신/가전AS | 718. 요금 환불 안 하면 어떻게 되는지 알려줄게
[M] | 통신/가전AS | 719. 기사 잘못인데 사과도 없어? 가만 안 있는다
[M] | 통신/가전AS | 720. 통신사 이렇게 장사하면 큰코다친다
[M] | 통신/가전AS | 721. 서비스센터 반드시 대가를 치르게 해줄 거야
[M] | 통신/가전AS | 722. 이 건 절대 용서 안 한다 끝까지 간다
