[H] | 이커머스-디지털가전 | 1. 와 노트북 배송 진짜 빠르다 주문하고 열흘밖에 안 걸렸네요
[H] | 요식업-음식점 | 18. 리뷰 이벤트로 음료 준다길래 리뷰 썼는데 쿠폰이 만원 이상 주문 시래요 공짜는 없네요
[H] | 요식업-음식점 | 19. 혼밥하기 좋은 식당이래서 왔는데 2인분부터 주문 가능이에요 혼밥의 정의가 뭔가요
[H] | 요식업-음식점 | 20. 사장님이 직접 요리하신대서 기대했는데 레토르트 맛이 나요 직접 뜯으신 거겠죠
[H] | 요식업-음식점 | 21. 배달앱에 신규 할인이래서 시켰는데 원래 가격을 올려놓고 할인이네요 수학의 마법이에요
[H] | 요식업-음식점 | 22. 포장 용기가 친환경이래요 국물이 새는 것도 자연의 일부인가 봐요
[H] | 요식업-음식점 | 23. 매장이 넓고 쾌적하대서 갔는데 옆 테이블이랑 팔꿈치가 닿아요 쾌적의 기준이 다르시네
[H] | 요식업-음식점 | 24. 오픈키친이라 위생적이래요 네 다 보이니까 위생적인 건 아닌 게 보이네요
[H] | 요식업-음식점 | 25. 수제버거래서 기대했는데 냉동 패티 맛이에요 손으로 냉동실에서 꺼내신 건가요
[H] | 요식업-음식점 | 26. 된장찌개 만원이요? 집에서 끓여도 이 맛은 나겠는데요 아니 더 나겠는데요
[H] | 요식업-음식점 | 27. 무한리필이래서 왔는데 리필할 때마다 양이 줄어요 무한하게 줄어드는 거네요
[H] | 요식업-음식점 | 28. 예약했는데 가니까 자리가 없대요 예약의 의미를 다시 생각해보게 되네요
[H] | 요식업-음식점 | 29. 디저트 서비스 준다길래 기대했는데 사탕 하나예요 달콤한 마무리 감사합니다
[H] | 요식업-음식점 | 30. 회전율이 빠른 집이라 신선하대요 네 앉자마자 나가라는 눈빛은 신선하네요
[H] | 요식업-음식점 | 31. 배달 주문했는데 반찬이 없어요 문의하니까 원래 안 준대요 메뉴 사진에는 있던데
[H] | 요식업-음식점 | 32. 돈까스가 바삭하대서 시켰는데 눅눅해요 시간이 지나면 바삭함도 지나가나 봐요
[H] | 요식업-음식점 | 33. 불고기 정식 만오천원인데 불고기가 세 점이에요 점당 오천원이면 한우 맞죠?
[H] | 요식업-음식점 | 34. 알바생이 주문 잘못 받았는데 사장님이 제가 잘못 말한 거래요 네 제 발음이 문제겠죠
[H] | 요식업-음식점 | 35. 맛집 리스트에 있어서 왔는데 리스트 기준이 뭔지 궁금하네요
[H] | 요식업-음식점 | 36. 라면에 계란 추가 천원이면 마트에서 한 판 사겠어요 프리미엄 계란인가 보다
[H] | 요식업-음식점 | 37. 생선구이가 뼈만 남았는데 뼈 국물도 우려먹으라는 건가요
[H] | 요식업-음식점 | 38. 점심 특선이래서 왔는데 저녁 메뉴랑 같고 가격만 500원 싸네요 특별하긴 하다
[H] | 요식업-음식점 | 39. 치킨 한 마리가 이만팔천원인데 닭이 자유방목이라도 한 건가요
[H] | 요식업-음식점 | 40. 맛있으면 0칼로리래요 이 집은 칼로리 폭탄이겠네요 맛이 없으니까
[H] | 요식업-음식점 | 41. 국밥이 뜨겁게 나온대서 기대했는데 미지근해요 뜨거운 기억만 남은 건가요
[H] | 요식업-음식점 | 42. 아 네 피자 한 판에 삼만오천원이요 치즈가 금이에요?
[H] | 요식업-음식점 | 43. 주문 후 1시간 지났는데 아직이요 재료를 지금 농사짓고 계신 건가요
[H] | 요식업-음식점 | 44. 배달 음식에 수저가 없어요 손으로 먹으라는 건가요 원시체험 컨셉이에요?
[H] | 요식업-음식점 | 45. 떡볶이가 달아요 매운 떡볶이 시켰는데 달달한 건 사랑의 맛인가요
[H] | 요식업-음식점 | 46. 테이블이 기름져요 전 손님의 온기가 남아있는 거네요
[H] | 요식업-음식점 | 47. 냉면이 나온 지 20분 됐는데 이미 미지근해요 실온면이에요?
[H] | 요식업-음식점 | 48. 사장님이 양 많이 준다더니 옆 테이블이랑 제 거랑 확연히 다른데요 단골 차별인가요
[H] | 요식업-음식점 | 49. 잔치국수 오천원이면 면 원가 200원에 나머지 뭐가 들어간 건가요
[H] | 요식업-음식점 | 50. 포장해갔더니 뚜껑이 안 닫혀있어서 차에서 다 엎었어요 포장의 완성도가 예술이네요
[H] | 요식업-음식점 | 51. 키오스크로 주문하라는데 메뉴가 50개예요 IT 자격증 필요한 건가요
[H] | 요식업-음식점 | 52. 제육볶음에 고기보다 양파가 많은데 양파볶음으로 이름 바꾸시는 게 정직하실 것 같아요
[H] | 요식업-음식점 | 53. 가게 리뷰가 4.8이길래 왔는데 사장님 지인분들이 열심히 쓰셨나 봐요
[H] | 요식업-음식점 | 54. 1+1이래서 시켰는데 한 개 가격이 두 개 가격이에요 수학은 정직하네요
[H] | 요식업-음식점 | 55. 비빔밥에 나물이 세 가지인데 오색비빔밥이래요 빨강 초장이 한 색 하는 거겠죠
[H] | 요식업-음식점 | 56. 갈비탕에 갈비가 하나인데 이건 갈비탕이 아니라 탕에 갈비 넣은 거죠
[H] | 요식업-음식점 | 57. 셀프 코너가 있어서 좋아요 물도 셀프 반찬도 셀프 치우는 것도 셀프 직원은 뭐 하시나요
[H] | 요식업-음식점 | 58. 초밥집인데 밥이 따뜻해요 초밥의 초가 따뜻할 초인가 봐요
[H] | 요식업-음식점 | 59. 생맥주가 신선하대서 왔는데 거품이 반이에요 거품도 맥주의 일부죠 뭐
[H] | 요식업-음식점 | 60. 족발이 대자인데 중자만 한 건 대의 기준이 이 집만의 스케일인가 봐요
[H] | 요식업-음식점 | 61. 화덕 피자라면서 화덕 어디 있어요 오븐이 화덕의 진화형인가요
[H] | 요식업-음식점 | 62. 음식이 짜다고 했더니 원래 이 맛이래요 네 짠맛이 원래 맛이시군요
[H] | 요식업-음식점 | 63. 쿠폰 쓰려니까 평일 점심만 된대요 그 시간에 누가 와요 유령 고객용이에요?
[H] | 요식업-음식점 | 64. 삼겹살이 질긴데 운동을 많이 한 돼지였나 봐요 건강한 고기네요
[H] | 요식업-음식점 | 65. 된장찌개에서 모래가 씹혀요 바지락이 자연산이라 그런 거겠죠 자연의 맛
[H] | 요식업-음식점 | 66. 리뷰 답글이 다 똑같아요 "감사합니다 또 오세요" 복붙의 정성이 느껴져요
[H] | 요식업-음식점 | 67. 주말 브런치가 평일 점심이랑 같은데 이름만 바꾸면 브런치가 되는 건가요
[H] | 요식업-음식점 | 68. 추가 주문하려니까 주방 마감이래요 아직 영업시간인데 주방은 먼저 퇴근하시나 봐요
[H] | 요식업-음식점 | 69. 소스 리필이 된다길래 부탁했더니 한숨을 쉬시네요 리필은 되지만 환영은 안 되는 거구나
[H] | 요식업-음식점 | 70. 맛집 블로그 보고 왔는데 협찬이었어요 맛은 협찬 안 해주셨나 봐요
[H] | 요식업-카페 | 71. 아메리카노가 특별하대서 마셔봤는데 자판기보다는 나은 것 같아요 아마도
[H] | 요식업-카페 | 72. 라떼아트가 예쁘대서 시켰는데 그냥 하얀 원이에요 미니멀리즘 아트인가 봐요
[H] | 요식업-카페 | 73. 분위기가 좋대서 왔는데 자리가 없어요 서서 분위기를 즐기라는 건가요
[H] | 요식업-카페 | 74. 디저트가 만원인데 손가락 두 마디 크기예요 작을수록 비싼 게 럭셔리인가 봐요
[H] | 요식업-카페 | 75. 핸드드립이래서 기대했는데 그냥 커피 맛이에요 제 혀가 고급지지 않은 거겠죠
[H] | 요식업-카페 | 76. 케이크 조각이 만이천원인데 한 입이면 끝나요 한 입의 행복이 만이천원이에요
[H] | 요식업-카페 | 77. 와이파이 비번이 영수증에 있대요 음료 시켜야 인터넷 되는 거면 PC방이 낫겠는데요
[H] | 요식업-카페 | 78. 시그니처 음료가 오천오백원인데 설탕물에 색소 넣은 거 아니에요? 시그니처의 품격이
[H] | 요식업-카페 | 79. 텀블러 할인 300원이래요 텀블러 만원 주고 사서 300원 할인받으면 33번 와야 본전이네요
[H] | 요식업-카페 | 80. 조용한 카페라길래 왔는데 옆에서 전화 통화 소리가 울려요 방음 좋은 건 밖에서만인가 봐요
[H] | 요식업-카페 | 81. 콘센트 자리가 없어서 물어봤더니 없대요 노트북 카페라면서요 무전원 카페 컨셉이에요?
[H] | 요식업-카페 | 82. 아이스크림 카페인데 아이스크림이 녹아서 나왔어요 밀크셰이크 서비스 감사합니다
[H] | 요식업-카페 | 83. 마카롱이 수제라면서 맛이 다 똑같아요 일관성이 대단하시네요
[H] | 요식업-카페 | 84. 에스프레소 더블샷 시켰는데 싱거워요 에스프레소의 정의가 이 집에서는 다른가 봐요
[H] | 요식업-카페 | 85. 테이크아웃 컵이 새요 에코 디자인이라 뚜껑이 느슨한 건가요 환경을 생각하시는 거네요
[H] | 요식업-카페 | 86. 브런치 카페라면서 빵이 냉동이에요 갓 해동한 빵도 갓 구운 거 맞죠 시간 순서만 다른 거니까
[H] | 요식업-카페 | 87. 플레이팅이 예쁘대서 왔어요 예쁘긴 한데 양이 인스타 전용인 것 같아요
[H] | 요식업-카페 | 88. 수제 쿠키가 2개에 팔천원이면 밀가루가 금가루인 건가요
[H] | 요식업-카페 | 89. 직원분이 메뉴 추천해주셨는데 제일 비싼 거네요 취향이 고급지시다
[H] | 요식업-카페 | 90. 음료가 나오는 데 20분 걸렸어요 원두를 지금 로스팅하신 건가요
[H] | 요식업-카페 | 91. 테라스 좌석이 좋대서 앉았는데 매연이 바로 올라와요 야외의 자연스러운 풍미네요
[H] | 요식업-카페 | 92. 사이즈업이 천원인데 양이 한 모금 차이에요 한 모금에 천원이면 프리미엄 모금이네요
[H] | 요식업-카페 | 93. 스콘이 수제라면서 슈퍼에서 파는 거랑 맛이 같아요 같은 레시피를 쓰시나 봐요
[H] | 요식업-카페 | 94. 휘핑크림 추가 500원인데 한 숟갈 올려주셨어요 프리미엄 한 숟갈이네요
[H] | 요식업-카페 | 95. 크로플이 바삭하대서 시켰는데 눅눅해요 시간이 지나면 바삭함도 은퇴하나 봐요
[H] | 요식업-카페 | 96. 카페인 없는 디카페인이래서 시켰는데 심장이 뛰어요 카페인이 미량은 있는 거겠죠 ㅎㅎ
[H] | 요식업-카페 | 97. 코코넛 라떼 시켰는데 코코넛 향이 안 나요 은은하다 못해 투명한 거네요
[H] | 요식업-카페 | 98. 예쁜 카페라길래 왔는데 포토존만 예쁘고 나머지는 창고예요 인스타용 카페의 정석이네요
[H] | 요식업-카페 | 99. 원두를 직접 로스팅한대서 기대했는데 탄 맛이 나요 직접 로스팅의 진정성이 느껴져요
[H] | 요식업-카페 | 100. 음료 나올 때 이름 안 부르고 번호로 부르는데 번호를 안 알려줬어요 텔레파시로 알아야 하나요
[H] | 요식업-카페 | 101. 빙수가 팔천원인데 얼음 위에 팥 한 숟갈이에요 미니멀리즘 빙수네요
[H] | 요식업-카페 | 102. 카페 전용 주차장이래서 갔더니 유료예요 전용이지 무료라고는 안 했다 이거죠
[H] | 요식업-카페 | 103. 생과일 주스가 100%래서 시켰는데 얼음이 반이에요 얼음도 과일인가 봐요
[H] | 요식업-카페 | 104. 매장 음악이 분위기 있대서 왔는데 귀가 터질 것 같아요 클럽 느낌의 카페이신 거네요
[H] | 요식업-카페 | 105. 오트밀크 옵션이 있어서 좋아요 추가 천원에 맛은 물이라는 것만 빼면
[H] | 요식업-카페 | 106. 아이스티가 달지 않대서 시켰는데 설탕 시럽이 반이에요 달지 않은 달콤함이네요
[H] | 요식업-카페 | 107. 신메뉴 출시 기념 할인이래서 시켰는데 원가가 올라서 할인해도 비싸요 신메뉴의 신은 비싸다는 뜻이었나
[H] | 요식업-카페 | 108. 테이블이 좁아서 노트북 놓으면 음료 놓을 데가 없어요 양자택일의 미학이네요
[H] | 요식업-카페 | 109. 에이드가 상큼하대서 시켰는데 시럽물이에요 상큼한 시럽물이긴 하네요
[H] | 요식업-카페 | 110. 펫 프렌들리 카페라면서 강아지 물그릇도 없어요 프렌들리는 이름뿐이었네요
[H] | 요식업-카페 | 111. 딸기 케이크 시켰는데 딸기가 반 쪽이에요 반 쪽의 행복 감사합니다
[H] | 요식업-카페 | 112. 아인슈페너가 생크림이 위에 둥둥 떠있어야 하는 거 아닌가요 녹아서 우유가 됐어요
[H] | 요식업-카페 | 113. 레몬이 신선하대서 레몬에이드 시켰는데 레몬즙 농축액 맛이에요 농축도 신선의 일종이죠
[H] | 요식업-카페 | 114. 직원분이 두 분인데 하나는 핸드폰 하고 계시네요 멀티태스킹이 대단하셔
[H] | 요식업-카페 | 115. 티라미수가 수제라면서 마트에서 파는 거랑 똑같아요 같은 장인이 만드신 건가요
[H] | 요식업-카페 | 116. 이 동네 핫플이래서 왔는데 왜 핫한지 아직도 모르겠어요 더운 건 에어컨이 안 되서 핫한 거였나
[H] | 요식업-카페 | 117. 차가 진하대서 시켰는데 물 색깔이에요 진한 물이네요 뭐
[H] | 요식업-카페 | 118. 매장 한정 메뉴라길래 와봤는데 한정인 이유를 맛으로 알겠어요
[H] | 요식업-카페 | 119. 케이크 예약했는데 가니까 안 만들어져 있어요 예약의 의미를 되새기게 되네요
[H] | 요식업-카페 | 120. 그린티 라떼에 녹차가 안 느껴져요 그린은 색만 그린이었나 봐요
[H] | 요식업-슈퍼편의점마트 | 121. 1+1이래서 집었는데 유통기한 내일까지네요 오늘 안에 두 개 먹으라는 건가요
[H] | 요식업-슈퍼편의점마트 | 122. 편의점 도시락이 맛있어졌대서 기대했는데 사진이 맛있어진 거였네요
[H] | 요식업-슈퍼편의점마트 | 123. 무인 편의점이라 편하대요 네 문의할 데가 없는 것도 편함의 일부죠
[H] | 요식업-슈퍼편의점마트 | 124. 마트 시식 코너가 넉넉하대서 갔는데 다 치워져있어요 넉넉히 준비해서 다 나갔나 봐요
[H] | 요식업-슈퍼편의점마트 | 125. 과일이 당도 선별이래서 비싸게 샀는데 시어요 신맛도 당의 일종인가요
[H] | 요식업-슈퍼편의점마트 | 126. 할인 행사래서 갔더니 원가가 올라있네요 할인의 마법이에요
[H] | 요식업-슈퍼편의점마트 | 127. 마트 택배가 당일 배송이라면서 내일 온대요 오늘이 내일의 어제니까 당일 맞나요
[H] | 요식업-슈퍼편의점마트 | 128. 편의점 삼각김밥 김이 안 뜯겨요 패키지 디자인이 퍼즐이네요 IQ 테스트인가
[H] | 요식업-슈퍼편의점마트 | 129. 신선식품 코너가 신선하대요 네 파리가 날아다니는 것도 자연스러우니까요
[H] | 요식업-슈퍼편의점마트 | 130. 계산대가 세 개인데 하나만 열었어요 줄이 긴 건 인기의 증거겠죠
[H] | 요식업-슈퍼편의점마트 | 131. 포인트 적립이 1%래요 만원에 100원이면 100번 와야 만원 아 네 충성 고객이 되라는 거죠
[H] | 요식업-슈퍼편의점마트 | 132. 유기농 코너가 생겼대서 갔는데 일반 상품이랑 같은 브랜드네요 유기농 코너에 놓으면 유기농이 되나요
[H] | 요식업-슈퍼편의점마트 | 133. 전단지에 반값이래서 갔더니 원래 가격을 두 배로 적어놓으셨더라고요 수학 잘하시네요
[H] | 요식업-슈퍼편의점마트 | 134. 새벽 배송이라 신선하대서 시켰는데 시든 채소가 왔어요 새벽에 시든 거겠죠
[H] | 요식업-슈퍼편의점마트 | 135. 무인 계산대가 빠르다면서 바코드가 안 찍혀요 직원 부르면 무인이 유인 되는 거잖아요
[H] | 요식업-슈퍼편의점마트 | 136. 편의점 커피가 카페급이래요 자판기급 카페를 말하는 거였나 봐요
[H] | 요식업-슈퍼편의점마트 | 137. 장바구니에 담아둔 거 가격이 올랐어요 관심 있으면 비싸지는 거 연애랑 같네요 ㅋㅋ
[H] | 요식업-슈퍼편의점마트 | 138. 덤 증정이래서 샀는데 덤이 샘플 사이즈네요 개미를 위한 덤인가 봐요
[H] | 요식업-슈퍼편의점마트 | 139. 고객의 소리에 글 남겼더니 "개선하겠습니다" 3개월째 같은 답변이에요 개선의 속도가 빙하급이네요
[H] | 요식업-슈퍼편의점마트 | 140. 마트 PB 상품이 가성비 좋대서 샀는데 맛은 가격만큼이에요 정직한 가성비네요
[H] | 요식업-슈퍼편의점마트 | 141. 반찬 코너가 집밥 수준이래요 네 못하는 집 집밥이요
[H] | 요식업-슈퍼편의점마트 | 142. 편의점 전자레인지가 고장났는데 일주일째 안 고쳐요 편의점에서 불편을 배우네요
[H] | 요식업-슈퍼편의점마트 | 143. 할인 쿠폰이 5만원 이상 구매 시래요 5만원 쓰고 2천원 할인이면 감사하다고 해야 하나요
[H] | 요식업-슈퍼편의점마트 | 144. 과일 세트가 선물용이래서 샀는데 안에 상한 거 섞여있어요 서프라이즈 선물이네요
[H] | 요식업-슈퍼편의점마트 | 145. 마트 주차장이 넓대서 왔는데 만차예요 넓으면 뭐해요 빈 자리가 없는데
[H] | 요식업-슈퍼편의점마트 | 146. 세일 기간이래서 갔더니 세일 상품은 다 팔렸어요 세일의 잔해를 구경하러 왔네요
[H] | 요식업-슈퍼편의점마트 | 147. 장보기 앱이 편리하대서 써봤는데 검색이 안 돼요 직접 매장 가라는 뜻이네요
[H] | 요식업-슈퍼편의점마트 | 148. 고기가 100g 단위 판매인데 실제 계량하면 80g이에요 공기도 무게가 있으니까요
[H] | 요식업-슈퍼편의점마트 | 149. 편의점 택배가 이틀이면 온대요 5일째인데 이틀의 기준이 영업일인가 봐요
[H] | 요식업-슈퍼편의점마트 | 150. 마트 반품이 쉽대서 갔더니 영수증 있어야 한대요 아 영수증 버렸는데 제 잘못이죠 네네
[H] | 요식업-슈퍼편의점마트 | 151. 편의점 충전기가 5천원인데 한 번 쓰고 고장났어요 일회용 충전기라고 적어주시지
[H] | 요식업-슈퍼편의점마트 | 152. 냉동식품이 해동돼서 왔어요 냉동 코너 온도 관리가 자연주의시네요
[H] | 요식업-슈퍼편의점마트 | 153. 카트가 다 바퀴 삐걱거려요 ASMR 카트인가 봐요 쇼핑의 새로운 청각 경험이네요
[H] | 요식업-슈퍼편의점마트 | 154. 멤버십 혜택이 풍성하대서 가입했는데 생일 축하 문자 하나 오는 게 전부예요 감동이에요
[H] | 요식업-슈퍼편의점마트 | 155. 사과가 꿀사과라면서 밀가루 맛이에요 꿀은 이름에만 있었네요
[H] | 요식업-슈퍼편의점마트 | 156. 편의점 도시락 전자레인지에 3분이래서 돌렸는데 한쪽은 뜨겁고 한쪽은 차가워요 이중성의 도시락
[H] | 요식업-슈퍼편의점마트 | 157. 생수가 제주 청정수래서 비싸게 샀는데 원산지가 충북이에요 제주의 정신이 충북에 있나 봐요
[H] | 요식업-슈퍼편의점마트 | 158. 친환경 봉투가 장당 300원인데 안 사면 손에 들고 가라는 거죠 친환경적이긴 하네요 손이니까
[H] | 요식업-슈퍼편의점마트 | 159. 마트 시식 코너에서 맛있어서 샀는데 집에서 먹으니까 다른 맛이에요 시식의 마법이었나
[H] | 요식업-슈퍼편의점마트 | 160. 앱 전용 할인이래서 앱 깔았는데 용량 500메가예요 할인받으려고 폰 용량을 희생하네요
[H] | 요식업-슈퍼편의점마트 | 161. 편의점 와이파이가 무료래서 접속했는데 로딩이 안 돼요 무료니까 속도는 무료 수준이네요
[H] | 요식업-슈퍼편의점마트 | 162. 수산물 코너에서 활어래서 샀는데 이미 활기를 잃은 것 같아요
[H] | 요식업-슈퍼편의점마트 | 163. 편의점 핫도그가 갓 만든 거라면서 딱딱해요 갓의 시점이 3시간 전인가 봐요
[H] | 요식업-슈퍼편의점마트 | 164. 마트 정육코너에서 잘라달라고 했더니 귀찮은 표정이시네요 서비스에 감정은 안 포함인가 봐요
[H] | 요식업-슈퍼편의점마트 | 165. 영양성분 표기가 1회 제공량 기준인데 1회 제공량이 30g이에요 누가 30g만 먹어요
[H] | 요식업-슈퍼편의점마트 | 166. 당일 생산 빵이래서 샀는데 당일이 어제인 것 같아요
[H] | 요식업-슈퍼편의점마트 | 167. 교환 가능이라면서 같은 상품으로만 된대요 같은 불량품으로 바꿔달라는 건가요
[H] | 요식업-슈퍼편의점마트 | 168. 편의점 택배 박스가 유료인 건 알겠는데 테이프도 유료예요? 공기도 곧 유료 되겠네요
[H] | 요식업-슈퍼편의점마트 | 169. 대용량이 가성비 좋다길래 샀는데 유통기한 안에 다 못 먹겠어요 버리는 것도 소비니까요 뭐
[H] | 요식업-슈퍼편의점마트 | 170. 마트 문 닫기 30분 전에 할인한대서 갔더니 이미 다 팔렸어요 할인의 환상만 남았네요
[H] | 요식업-슈퍼편의점마트 | 171. 수입 과자가 현지 가격의 세 배인데 관세가 두 배인 건가요 아님 분위기 값인가요
[H] | 요식업-슈퍼편의점마트 | 172. 편의점 ATM 수수료가 천원이면 현금 뽑으러 온 건지 수수료 내러 온 건지 모르겠어요
[H] | 요식업-슈퍼편의점마트 | 173. 사전 예약 한정판이래서 새벽에 줄 섰는데 재고가 5개였어요 한정의 극한이시네요
[H] | 요식업-슈퍼편의점마트 | 174. 우유가 신선하대서 샀는데 집에 와보니 내일 모레까지예요 오늘 하루가 신선의 전부였네요
[H] | 요식업-슈퍼편의점마트 | 175. 카드 할인이 중복 적용 안 된대요 혜택이 많은 것 같으면서 하나도 못 쓰네요 신기하다
[H] | 요식업-슈퍼편의점마트 | 176. 마트 앱 리뷰에 별 1개가 수두룩한데 추천 마트 1위래요 어디서 투표한 건가요
[H] | 요식업-슈퍼편의점마트 | 177. 과일 당도 14 브릭스래서 샀는데 셔요 14 브릭스의 신맛이 이렇게 강렬한 건가요
[H] | 요식업-슈퍼편의점마트 | 178. 계란 한 판에 두 개 깨져있는데 운송 중 자연스러운 현상이래요 네 자연은 잔인하네요
[H] | 요식업-슈퍼편의점마트 | 179. 세제가 고농축이래서 샀는데 물에 안 풀려요 농축의 극한을 체험 중이에요
[H] | 요식업-슈퍼편의점마트 | 180. 편의점 이벤트 당첨됐는데 수령하러 매장 가니까 모른대요 당첨의 기쁨이 순간이네요
[H] | 요식업-슈퍼편의점마트 | 181. 할인 마감 임박이래서 뛰어갔는데 이미 끝났어요 마감이 임박이 아니라 완료였나 봐요
[H] | 요식업-슈퍼편의점마트 | 182. 로컬 맥주가 특색 있대서 샀는데 그냥 맥주예요 로컬이 어디인지는 비밀인가 봐요
[H] | 요식업-슈퍼편의점마트 | 183. 견과류가 볶음이 잘 됐대서 샀는데 태웠네요 볶음과 탐의 경계를 넘으셨어요
[H] | 요식업-슈퍼편의점마트 | 184. 마트 앱 쿠폰이 안 눌려요 앱 업데이트하래요 업데이트하니까 쿠폰이 만료됐어요 완벽한 시스템이네요
[H] | 요식업-슈퍼편의점마트 | 185. 고객 감사 행사래서 갔더니 감사 인사만 받고 왔어요 그래 감사는 했으니까요
[H] | 요식업-슈퍼편의점마트 | 186. 두부가 국산 콩 100%라면서 원산지 스티커가 위에 덧붙여져있네요 밑에 뭐가 있는 거예요
[H] | 요식업-슈퍼편의점마트 | 187. 편의점 라면이 맛있대서 끓여 먹었는데 물 조절 실패했어요 물양 표시가 있으면 좋겠네요 아 원래 없나요 당연한 건가요
[H] | 요식업-슈퍼편의점마트 | 188. 리콜 대상인데 알림이 안 왔어요 제가 직접 찾아봐야 하는 거였네요 고객이 직접 안전을 챙기는 시스템
[H] | 요식업-슈퍼편의점마트 | 189. 마트 셔틀버스가 있대서 기다렸는데 30분 간격이에요 버스 기다리면서 장 본 거 다 녹겠어요
[H] | 요식업-슈퍼편의점마트 | 190. 가격 인상 안 했대요 양이 줄었을 뿐이에요 슈링크플레이션의 정석이시네요
[H] | 요식업-슈퍼편의점마트 | 191. 매장 온도가 에어컨 풀가동이래서 왔는데 땀이 나요 에어컨의 범위가 사무실까지인가 봐요
[H] | 요식업-슈퍼편의점마트 | 192. 오늘만 이 가격이래서 샀는데 내일도 같은 가격이에요 내일도 오늘인 세계관이시네요
[H] | 요식업-슈퍼편의점마트 | 193. 편의점 배달이 30분이래서 시켰는데 품절이래요 주문 받고 품절 알려주시는 거 순서가 참 신선하네요
[H] | 요식업-슈퍼편의점마트 | 194. 유기농 계란인데 일반이랑 가격이 두 배 차이나는 건 닭이 대학을 나온 건가요
[H] | 요식업-슈퍼편의점마트 | 195. 마트 화장실이 깨끗하대서 기대했는데 청소 안 한 지 며칠 된 것 같아요 깨끗의 기준이 상대적이시네요
[H] | 요식업-슈퍼편의점마트 | 196. 카트 반납하면 100원 돌려준대요 100원의 감사함을 느끼라는 교육인가요
[H] | 요식업-슈퍼편의점마트 | 197. 종이 영수증 안 주고 전자 영수증만 된대요 환경보호를 하면서 앱은 500메가 깔아야 하는 아이러니
[H] | 요식업-슈퍼편의점마트 | 198. 떡 코너에서 오늘 만든 거라면서 딱딱해요 오늘 새벽 3시에 만드셨나 봐요
[H] | 요식업-슈퍼편의점마트 | 199. 편의점 와인 추천이 좋대서 사봤는데 식초 맛이에요 숙성의 끝을 보여주시네요
[H] | 요식업-슈퍼편의점마트 | 200. 할인카드 만들려면 연회비가 있대요 할인받으려고 돈을 내는 이 구조가 참 아름답네요
[H] | 금융-은행 | 1. 금리 인하 요구권이요? 아 네 거절당하는 권리 감사합니다
[H] | 금융-은행 | 2. 예금 이자가 연 2%면 만원 넣으면 200원이에요 커피 한 잔도 못 사네요 1년 걸려서
[H] | 금융-은행 | 3. 대출 심사가 공정하시네요 돈 있는 사람만 빌려주시니까
[H] | 금융-은행 | 4. 통장 비밀번호 틀려서 잠겼는데 본인확인 서류가 5개 필요해요 제가 저인 걸 증명하는 게 이렇게 어려운 거였네요
[H] | 금융-은행 | 5. 수수료가 이자보다 많네요 예금이 아니라 기부하러 온 거였나 봐요
[H] | 금융-은행 | 6. 비대면 계좌 개설이 간편하대서 했는데 서류 업로드만 7번이에요 간편의 극한이시네요
[H] | 금융-은행 | 7. 점심시간에 은행 갔더니 창구가 하나예요 직원분들도 점심 드셔야 하니까 이해해요 ㅋㅋ
[H] | 금융-은행 | 8. 환전 수수료가 우대받아도 비싸네요 우대의 체감이 제로예요
[H] | 금융-은행 | 9. 적금 만기 해지했는데 세금 떼니까 이자가 커피값이에요 1년 참은 보상이 아메리카노 한 잔
[H] | 금융-은행 | 10. 대출 상담사가 친절하셨어요 거절할 때만 빼면요
[H] | 금융-은행 | 11. 인터넷뱅킹이 직관적이래요 공인인증서 5번 갱신하면 로그인 되니까요
[H] | 금융-은행 | 12. 우대 금리 조건이 쉬워요 급여이체에 카드실적에 자동이체 3건이면 되니까 은행에 인생을 올인하면 돼요
[H] | 금융-은행 | 13. ATM 수수료가 면제래서 갔는데 타행 ATM은 해당 없대요 자행 ATM이 집 근처에 없는 건 제 탓이죠
[H] | 금융-은행 | 14. 계좌 해지하려는데 왜 해지하시냐고 물어보시네요 은행이 제 인생 상담사인가요
[H] | 금융-은행 | 15. 모바일뱅킹 앱이 업데이트됐는데 메뉴가 다 바뀌었어요 보물찾기 새 시즌이 시작됐네요
[H] | 금융-은행 | 16. 신용대출 금리가 연 8%래요 저한테만 특별히 높은 건 아니겠죠? 감사합니다
[H] | 금융-은행 | 17. VIP 라운지가 있대서 기대했는데 자산 3억 이상이래요 VIP의 V가 Very Rich의 V였네요
[H] | 금융-은행 | 18. 중도 해지하면 이자가 0.1%래요 안 넣은 거랑 뭐가 다른 건가요
[H] | 금융-은행 | 19. 전화 상담이 빠르대서 전화했는데 ARS에서 버튼 15번 누르니까 사람이 나왔어요 빠르다 진짜
[H] | 금융-은행 | 20. 체크카드 혜택이 좋다면서 월 실적 30만원 이상이래요 혜택받으려고 돈을 쓰는 구조가 아름답네요
[H] | 금융-은행 | 21. 이체 한도 변경하려면 영업점 방문하래요 비대면 시대에 발로 뛰라는 거네요
[H] | 금융-은행 | 22. 대출 서류 다 냈는데 추가 서류가 필요하대요 한 번에 말해주시면 안 되나요 서프라이즈 좋아하시나
[H] | 금융-은행 | 23. 예적금 금리 비교하려는데 조건이 다 달라서 비교가 안 돼요 비교 불가의 아름다움이네요
[H] | 금융-은행 | 24. 정기예금 가입했는데 다음 날 금리가 올랐어요 타이밍의 달인이네요 저는
